Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Half precision ops,,,,                Integer operations,,, 
            4,      2.250,   19.16,   15.76,   7.01,      1.125,   53.34,    5.66,   5.03,      4.500,   20.08,   30.09,   6.69,     2.250,   20.06,   15.05,   6.69
            5,      2.750,   19.97,   18.48,   6.72,      1.375,   45.42,    8.13,   5.91,      5.500,   19.89,   37.12,   6.75,     2.750,   16.26,   22.70,   8.25
            6,      3.250,   10.69,   40.80,  12.55,      1.625,   39.69,   10.99,   6.76,      6.500,   14.84,   58.80,   9.05,     3.250,   15.74,   27.71,   8.53
            7,      3.750,   15.12,   33.29,   8.88,      1.875,   41.60,   12.10,   6.45,      7.500,   15.46,   65.11,   8.68,     3.750,   13.85,   36.35,   9.69
            8,      4.250,   15.47,   36.88,   8.68,      2.125,   39.01,   14.62,   6.88,      8.500,   13.93,   81.90,   9.64,     4.250,   15.80,   36.10,   8.49
            9,      4.750,   15.28,   41.73,   8.78,      2.375,   42.75,   14.91,   6.28,      9.500,   14.61,   87.27,   9.19,     4.750,   15.73,   40.53,   8.53
           10,      5.250,   10.56,   66.74,  12.71,      2.625,   38.30,   18.40,   7.01,     10.500,   15.29,   92.19,   8.78,     5.250,   11.10,   63.50,  12.09
           11,      5.750,   15.19,   50.80,   8.84,      2.875,   42.16,   18.31,   6.37,     11.500,   16.88,   91.46,   7.95,     5.750,   15.64,   49.33,   8.58
           12,      6.250,   14.86,   56.44,   9.03,      3.125,   37.49,   22.38,   7.16,     12.500,   15.38,  109.10,   8.73,     6.250,   15.94,   52.63,   8.42
           13,      6.750,    7.99,  113.40,  16.80,      3.375,   39.48,   22.95,   6.80,     13.500,   15.01,  120.68,   8.94,     6.750,   11.25,   80.53,  11.93
           14,      7.250,    9.36,  104.01,  14.35,      3.625,   42.65,   22.82,   6.29,     14.500,   10.45,  186.20,  12.84,     7.250,   15.99,   60.87,   8.40
           15,      7.750,    9.12,  114.10,  14.72,      3.875,   42.75,   24.33,   6.28,     15.500,    8.93,  232.96,  15.03,     7.750,   16.19,   64.25,   8.29
           16,      8.250,    9.38,  118.06,  14.31,      4.125,   42.97,   25.77,   6.25,     16.500,    8.84,  250.60,  15.19,     8.250,   23.17,   47.80,   5.79
            0,      0.250,   42.86,    0.78,   3.13,      0.125,   53.15,    0.63,   5.05,      0.500,   20.07,    3.34,   6.69,     0.250,   18.54,    1.81,   7.24
            1,      0.750,   13.33,    7.55,  10.07,      0.375,   47.66,    2.11,   5.63,      1.500,   19.96,   10.09,   6.72,     0.750,   19.92,    5.05,   6.74
            2,      1.250,   15.29,   10.97,   8.78,      0.625,   53.87,    3.11,   4.98,      2.500,   19.83,   16.92,   6.77,     1.250,   20.00,    8.39,   6.71
            3,      1.750,   17.83,   13.17,   7.53,      0.875,   48.91,    4.80,   5.49,      3.500,   20.13,   23.33,   6.67,     1.750,   20.06,   11.71,   6.69
            4,      2.250,   19.11,   15.81,   7.02,      1.125,   50.81,    5.94,   5.28,      4.500,   15.47,   39.04,   8.67,     2.250,   20.04,   15.07,   6.70
            5,      2.750,   20.16,   18.31,   6.66,      1.375,   55.63,    6.63,   4.83,      5.500,   17.84,   41.37,   7.52,     2.750,   20.59,   17.93,   6.52
            6,      3.250,   18.82,   23.18,   7.13,      1.625,   56.15,    7.77,   4.78,      6.500,   20.28,   43.02,   6.62,     3.250,   20.29,   21.50,   6.61
            7,      3.750,   19.60,   25.67,   6.85,      1.875,   55.97,    8.99,   4.80,      7.500,   20.22,   49.79,   6.64,     3.750,   16.89,   29.80,   7.95
            8,      4.250,   19.97,   28.57,   6.72,      2.125,   51.78,   11.02,   5.18,      8.500,   20.23,   56.40,   6.63,     4.250,   20.64,   27.64,   6.50
            9,      4.750,   20.05,   31.80,   6.70,      2.375,   50.69,   12.58,   5.30,      9.500,   20.15,   63.27,   6.66,     4.750,   26.73,   23.85,   5.02
           10,      5.250,   18.85,   37.39,   7.12,      2.625,   56.12,   12.56,   4.78,     10.500,   17.80,   79.16,   7.54,     5.250,   19.68,   35.80,   6.82
           11,      5.750,   19.41,   39.75,   6.91,      2.875,   50.73,   15.21,   5.29,     11.500,   17.95,   85.97,   7.48,     5.750,   20.44,   37.76,   6.57
           12,      6.250,   21.42,   39.16,   6.27,      3.125,   47.65,   17.60,   5.63,     12.500,   19.97,   83.99,   6.72,     6.250,   24.36,   34.43,   5.51
           13,      6.750,   11.43,   79.26,  11.74,      3.375,   55.42,   16.35,   4.84,     13.500,   21.47,   84.41,   6.25,     6.750,   28.10,   32.24,   4.78
           14,      7.250,   19.37,   50.23,   6.93,      3.625,   49.29,   19.74,   5.45,     14.500,   19.57,   99.44,   6.86,     7.250,   23.99,   40.56,   5.59
           15,      7.750,   18.98,   54.80,   7.07,      3.875,   63.71,   16.33,   4.21,     15.500,   13.22,  157.42,  10.16,     7.750,   29.50,   35.26,   4.55
           16,      8.250,   22.82,   48.52,   5.88,      4.125,   69.74,   15.88,   3.85,     16.500,   23.40,   94.65,   5.74,     8.250,   28.10,   39.41,   4.78
            0,      0.250,   20.49,    1.64,   6.55,      0.125,   49.05,    0.68,   5.47,      0.500,   18.66,    3.60,   7.19,     0.250,   20.44,    1.64,   6.57
            1,      0.750,   20.39,    4.94,   6.58,      0.375,   53.45,    1.88,   5.02,      1.500,   19.16,   10.51,   7.01,     0.750,   20.40,    4.93,   6.58
            2,      1.250,   20.43,    8.21,   6.57,      0.625,   51.14,    3.28,   5.25,      2.500,   18.78,   17.87,   7.15,     1.250,   18.20,    9.22,   7.37
            3,      1.750,   18.99,   12.37,   7.07,      0.875,   54.44,    4.31,   4.93,      3.500,   15.61,   30.09,   8.60,     1.750,   15.91,   14.76,   8.44
            4,      2.250,   14.40,   20.98,   9.32,      1.125,   36.12,    8.36,   7.43,      4.500,   16.02,   37.70,   8.38,     2.250,   15.92,   18.97,   8.43
            5,      2.750,   12.02,   30.72,  11.17,      1.375,   41.43,    8.91,   6.48,      5.500,   13.61,   54.24,   9.86,     2.750,   16.84,   21.92,   7.97
            6,      3.250,   11.24,   38.82,  11.94,      1.625,   30.51,   14.30,   8.80,      6.500,   14.93,   58.44,   8.99,     3.250,   18.21,   23.96,   7.37
            7,      3.750,   12.74,   39.52,  10.54,      1.875,   35.51,   14.17,   7.56,      7.500,   15.99,   62.95,   8.39,     3.750,   16.10,   31.26,   8.34
            8,      4.250,   11.30,   50.49,  11.88,      2.125,   39.99,   14.26,   6.71,      8.500,   15.34,   74.36,   8.75,     4.250,   20.41,   27.94,   6.57
            9,      4.750,   11.25,   56.67,  11.93,      2.375,   42.67,   14.94,   6.29,      9.500,   15.97,   79.83,   8.40,     4.750,   33.23,   19.19,   4.04
           10,      5.250,   15.67,   44.97,   8.57,      2.625,   12.41,   56.79,  21.63,     10.500,   14.55,   96.89,   9.23,     5.250,   17.83,   39.53,   7.53
           11,      5.750,   15.83,   48.74,   8.48,      2.875,   33.29,   23.18,   8.06,     11.500,   15.99,   96.55,   8.40,     5.750,   21.68,   35.60,   6.19
           12,      6.250,   15.48,   54.18,   8.67,      3.125,   39.86,   21.04,   6.73,     12.500,   16.00,  104.88,   8.39,     6.250,   21.74,   38.58,   6.17
           13,      6.750,    5.71,  158.61,  23.50,      3.375,   34.61,   26.18,   7.76,     13.500,   13.70,  132.26,   9.80,     6.750,   21.75,   41.66,   6.17
           14,      7.250,    8.37,  116.24,  16.03,      3.625,   29.56,   32.92,   9.08,     14.500,   16.01,  121.60,   8.39,     7.250,   21.83,   44.58,   6.15
           15,      7.750,   15.37,   67.66,   8.73,      3.875,   33.30,   31.24,   8.06,     15.500,   15.91,  130.73,   8.43,     7.750,   21.78,   47.76,   6.16
           16,      8.250,   15.29,   72.43,   8.78,      4.125,   42.25,   26.21,   6.35,     16.500,   16.14,  137.18,   8.31,     8.250,   22.13,   50.03,   6.06
            0,      0.250,   17.44,    1.92,   7.70,      0.125,   53.33,    0.63,   5.03,      0.500,   16.36,    4.10,   8.20,     0.250,   15.12,    2.22,   8.88
            1,      0.750,   17.49,    5.76,   7.67,      0.375,   52.41,    1.92,   5.12,      1.500,   17.57,   11.46,   7.64,     0.750,   18.35,    5.49,   7.32
            2,      1.250,   18.48,    9.08,   7.26,      0.625,   54.87,    3.06,   4.89,      2.500,   12.06,   27.82,  11.13,     1.250,   17.52,    9.58,   7.66
            3,      1.750,   18.42,   12.75,   7.29,      0.875,   53.30,    4.41,   5.04,      3.500,   19.99,   23.50,   6.71,     1.750,   19.89,   11.81,   6.75
            4,      2.250,   17.84,   16.93,   7.53,      1.125,   55.70,    5.42,   4.82,      4.500,   19.95,   30.28,   6.73,     2.250,   19.96,   15.13,   6.72
            5,      2.750,   19.96,   18.50,   6.73,      1.375,   53.56,    6.89,   5.01,      5.500,   20.02,   36.87,   6.70,     2.750,   16.75,   22.03,   8.01
            6,      3.250,   17.54,   24.87,   7.65,      1.625,   38.24,   11.41,   7.02,      6.500,   13.06,   66.82,  10.28,     3.250,   15.73,   27.74,   8.53
            7,      3.750,   11.81,   42.63,  11.37,      1.875,   37.26,   13.51,   7.20,      7.500,   15.43,   65.25,   8.70,     3.750,   15.72,   32.03,   8.54
            8,      4.250,   12.69,   44.95,  10.58,      2.125,   41.26,   13.82,   6.51,      8.500,   13.37,   85.34,  10.04,     4.250,   11.20,   50.95,  11.99
            9,      4.750,   12.98,   49.14,  10.34,      2.375,   44.23,   14.41,   6.07,      9.500,   10.92,  116.80,  12.29,     4.750,   15.84,   40.24,   8.47
           10,      5.250,   15.06,   46.80,   8.91,      2.625,   20.39,   34.56,  13.17,     10.500,   15.39,   91.57,   8.72,     5.250,   15.85,   44.45,   8.47
           11,      5.750,   10.39,   74.25,  12.91,      2.875,   43.40,   17.78,   6.19,     11.500,   12.94,  119.29,  10.37,     5.750,   13.87,   55.63,   9.67
           12,      6.250,   14.90,   56.31,   9.01,      3.125,   29.79,   28.16,   9.01,     12.500,   13.02,  128.87,  10.31,     6.250,   17.23,   48.70,   7.79
           13,      6.750,    8.26,  109.65,  16.24,      3.375,   40.68,   22.27,   6.60,     13.500,   12.90,  140.51,  10.41,     6.750,   15.89,   57.03,   8.45
           14,      7.250,   15.32,   63.53,   8.76,      3.625,   31.03,   31.36,   8.65,     14.500,   10.60,  183.57,  12.66,     7.250,   21.10,   46.13,   6.36
           15,      7.750,   13.19,   78.89,  10.18,      3.875,   42.12,   24.70,   6.37,     15.500,   16.65,  124.91,   8.06,     7.750,   20.67,   50.33,   6.49
           16,      8.250,   10.02,  110.49,  13.39,      4.125,   52.92,   20.93,   5.07,     16.500,   16.96,  130.56,   7.91,     8.250,   26.25,   42.19,   5.11
            0,      0.250,   20.21,    1.66,   6.64,      0.125,   52.79,    0.64,   5.08,      0.500,   15.83,    4.24,   8.48,     0.250,   20.34,    1.65,   6.60
            1,      0.750,   18.03,    5.58,   7.44,      0.375,   55.40,    1.82,   4.85,      1.500,   18.22,   11.05,   7.37,     0.750,   19.66,    5.12,   6.83
            2,      1.250,   18.03,    9.30,   7.44,      0.625,   53.77,    3.12,   4.99,      2.500,   20.42,   16.43,   6.57,     1.250,   20.01,    8.38,   6.71
            3,      1.750,   18.10,   12.98,   7.42,      0.875,   55.00,    4.27,   4.88,      3.500,   19.18,   24.49,   7.00,     1.750,   19.55,   12.01,   6.87
            4,      2.250,   17.11,   17.65,   7.85,      1.125,   51.86,    5.82,   5.18,      4.500,   19.55,   30.90,   6.87,     2.250,   19.52,   15.47,   6.88
            5,      2.750,   20.54,   17.97,   6.54,      1.375,   54.38,    6.79,   4.94,      5.500,   20.53,   35.95,   6.54,     2.750,   26.27,   14.05,   5.11
            6,      3.250,   19.80,   22.03,   6.78,      1.625,   56.27,    7.75,   4.77,      6.500,   15.10,   57.79,   8.89,     3.250,   26.34,   16.56,   5.10
            7,      3.750,   20.47,   24.59,   6.56,      1.875,   55.80,    9.02,   4.81,      7.500,   20.76,   48.49,   6.47,     3.750,   22.75,   22.12,   5.90
            8,      4.250,   20.56,   27.75,   6.53,      2.125,   48.30,   11.81,   5.56,      8.500,   18.19,   62.73,   7.38,     4.250,   28.84,   19.78,   4.65
            9,      4.750,   20.58,   30.98,   6.52,      2.375,   55.46,   11.50,   4.84,      9.500,   18.59,   68.57,   7.22,     4.750,   21.74,   29.32,   6.17
           10,      5.250,   15.94,   44.22,   8.42,      2.625,   41.40,   17.02,   6.48,     10.500,   15.91,   88.57,   8.44,     5.250,   16.88,   41.74,   7.95
           11,      5.750,   15.92,   48.48,   8.43,      2.875,   28.30,   27.27,   9.49,     11.500,   16.02,   96.36,   8.38,     5.750,   20.12,   38.35,   6.67
           12,      6.250,   15.84,   52.95,   8.47,      3.125,   40.89,   20.52,   6.57,     12.500,   16.07,  104.37,   8.35,     6.250,   21.87,   38.35,   6.14
           13,      6.750,   15.68,   57.77,   8.56,      3.375,   40.85,   22.18,   6.57,     13.500,   15.92,  113.79,   8.43,     6.750,   21.85,   41.46,   6.14
           14,      7.250,   13.32,   73.08,  10.08,      3.625,   42.35,   22.98,   6.34,     14.500,   15.89,  122.49,   8.45,     7.250,   21.70,   44.84,   6.18
           15,      7.750,   13.95,   74.57,   9.62,      3.875,   42.90,   24.25,   6.26,     15.500,   16.26,  127.95,   8.25,     7.750,   21.14,   49.20,   6.35
           16,      8.250,   15.34,   72.18,   8.75,      4.125,   47.68,   23.22,   5.63,     16.500,   11.08,  199.86,  12.11,     8.250,   29.00,   38.18,   4.63
            0,      0.250,   18.20,    1.84,   7.38,      0.125,   53.99,    0.62,   4.97,      0.500,   18.05,    3.72,   7.44,     0.250,   20.26,    1.66,   6.62
            1,      0.750,   20.44,    4.93,   6.57,      0.375,   52.39,    1.92,   5.12,      1.500,   17.55,   11.47,   7.65,     0.750,   18.29,    5.50,   7.34
            2,      1.250,   20.42,    8.22,   6.57,      0.625,   51.86,    3.24,   5.18,      2.500,   19.24,   17.44,   6.98,     1.250,   18.39,    9.12,   7.30
            3,      1.750,   16.57,   14.17,   8.10,      0.875,   54.21,    4.33,   4.95,      3.500,   19.53,   24.05,   6.87,     1.750,   18.62,   12.62,   7.21
            4,      2.250,   14.28,   21.15,   9.40,      1.125,   52.62,    5.74,   5.10,      4.500,   18.18,   33.22,   7.38,     2.250,   20.51,   14.72,   6.54
            5,      2.750,   20.58,   17.94,   6.52,      1.375,   56.52,    6.53,   4.75,      5.500,   20.51,   35.99,   6.54,     2.750,   23.37,   15.80,   5.74
            6,      3.250,   18.39,   23.72,   7.30,      1.625,   39.09,   11.16,   6.87,      6.500,    8.72,  100.09,  15.40,     3.250,    5.84,   74.69,  22.98
            7,      3.750,   13.66,   36.84,   9.82,      1.875,   34.35,   14.65,   7.82,      7.500,   16.02,   62.83,   8.38,     3.750,   21.56,   23.34,   6.22
            8,      4.250,   13.59,   41.99,   9.88,      2.125,   39.94,   14.28,   6.72,      8.500,   15.74,   72.47,   8.53,     4.250,   19.28,   29.59,   6.96
            9,      4.750,   14.89,   42.82,   9.01,      2.375,   36.43,   17.50,   7.37,      9.500,   15.97,   79.82,   8.40,     4.750,   21.76,   29.30,   6.17
           10,      5.250,   12.11,   58.18,  11.08,      2.625,   41.33,   17.05,   6.49,     10.500,   14.22,   99.08,   9.44,     5.250,   16.67,   42.28,   8.05
           11,      5.750,   15.81,   48.82,   8.49,      2.875,   37.55,   20.55,   7.15,     11.500,   11.41,  135.30,  11.76,     5.750,   19.32,   39.94,   6.95
           12,      6.250,   15.77,   53.18,   8.51,      3.125,   41.11,   20.41,   6.53,     12.500,   16.00,  104.87,   8.39,     6.250,   28.46,   29.48,   4.72
           13,      6.750,    8.75,  103.49,  15.33,      3.375,   42.67,   21.23,   6.29,     13.500,   13.77,  131.61,   9.75,     6.750,   21.88,   41.40,   6.13
           14,      7.250,   14.74,   66.01,   9.10,      3.625,   42.87,   22.70,   6.26,     14.500,   13.05,  149.13,  10.28,     7.250,   19.47,   49.98,   6.89
           15,      7.750,   13.70,   75.92,   9.80,      3.875,   33.59,   30.97,   7.99,     15.500,   21.33,   97.55,   6.29,     7.750,   21.83,   47.65,   6.15
           16,      8.250,    9.80,  113.04,  13.70,      4.125,   43.26,   25.60,   6.21,     16.500,   19.76,  112.07,   6.79,     8.250,   15.11,   73.29,   8.88
           17,      8.750,    9.05,  129.71,  14.82,      4.375,   42.86,   27.40,   6.26,     17.500,   15.69,  149.65,   8.55,     8.750,   21.64,   54.28,   6.20
           18,      9.250,   16.94,   73.28,   7.92,      4.625,   48.31,   25.70,   5.56,     18.500,   15.65,  158.69,   8.58,     9.250,   28.24,   43.96,   4.75
           20,     10.250,   14.07,   97.80,   9.54,      5.125,   53.98,   25.49,   4.97,     20.500,   19.76,  139.24,   6.79,    10.250,   24.71,   55.67,   5.43
           22,     11.250,   18.86,   80.07,   7.12,      5.625,   53.93,   28.00,   4.98,     22.500,   19.61,  153.98,   6.84,    11.250,   24.78,   60.93,   5.42
           24,     12.250,   12.40,  132.54,  10.82,      6.125,   52.05,   31.59,   5.16,     24.500,   19.52,  168.50,   6.88,    12.250,   27.36,   60.09,   4.91
           28,     14.250,   20.05,   95.38,   6.69,      7.125,   44.12,   43.35,   6.08,     28.500,   19.98,  191.43,   6.72,    14.250,   26.83,   71.28,   5.00
           32,     16.250,   15.79,  138.15,   8.50,      8.125,   50.45,   43.23,   5.32,     32.500,   20.64,  211.37,   6.50,    16.250,   22.76,   95.85,   5.90
           40,     20.250,   24.59,  110.55,   5.46,     10.125,   61.50,   44.19,   4.36,     40.500,   29.35,  185.20,   4.57,    20.250,   38.17,   71.20,   3.52
           48,     24.250,   33.43,   97.36,   4.01,     12.125,   72.56,   44.85,   3.70,     48.500,   33.74,  192.94,   3.98,    24.250,   40.36,   80.64,   3.33
           56,     28.250,   44.15,   85.88,   3.04,     14.125,   87.42,   43.37,   3.07,     56.500,   41.56,  182.48,   3.23,    28.250,   54.73,   69.28,   2.45
           64,     32.250,   45.76,   94.59,   2.93,     16.125,   99.68,   43.43,   2.69,     64.500,   49.74,  174.06,   2.70,    32.250,   56.47,   76.65,   2.38
           80,     40.250,   60.62,   89.12,   2.21,     20.125,  113.28,   47.69,   2.37,     80.500,   59.14,  182.68,   2.27,    40.250,   72.14,   74.89,   1.86
           96,     48.250,   69.02,   93.83,   1.94,     24.125,  150.81,   42.94,   1.78,     96.500,   79.35,  163.22,   1.69,    48.250,   87.56,   73.96,   1.53
          128,     64.250,   88.11,   97.87,   1.52,     32.125,  199.44,   43.24,   1.35,    128.500,  117.44,  146.86,   1.14,    64.250,  108.99,   79.12,   1.23
          192,     96.250,  148.17,   87.19,   0.91,     48.125,  198.41,   65.11,   1.35,    192.500,  134.40,  192.24,   1.00,    96.250,   95.51,  135.25,   1.41
          256,    128.250,  143.51,  119.95,   0.94,     64.125,  301.21,   57.15,   0.89,    256.500,  211.66,  162.65,   0.63,   128.250,  167.98,  102.47,   0.80
          512,    256.250,  296.42,  116.03,   0.45,    128.125,  618.97,   55.57,   0.43,    512.500,  618.77,  111.17,   0.22,   256.250,  372.27,   92.39,   0.36
         1024,    512.250,  616.23,  111.57,   0.22,    256.125,  979.58,   70.19,   0.27,   1024.500,  908.61,  151.34,   0.15,   512.250,  510.66,  134.64,   0.26
          17,      8.750,    9.10,  129.11,  14.76,      4.375,   42.19,   27.83,   6.36,     17.500,   14.92,  157.45,   9.00,     8.750,   21.41,   54.86,   6.27
           18,      9.250,    8.95,  138.64,  14.99,      4.625,   52.34,   23.72,   5.13,     18.500,   14.13,  175.67,   9.50,     9.250,   24.93,   49.79,   5.38
           20,     10.250,   10.36,  132.85,  12.96,      5.125,   53.66,   25.64,   5.00,     20.500,   19.09,  144.10,   7.03,    10.250,   27.57,   49.89,   4.87
           22,     11.250,   16.58,   91.10,   8.10,      5.625,   54.35,   27.78,   4.94,     22.500,   14.83,  203.65,   9.05,    11.250,   26.34,   57.33,   5.10
           24,     12.250,   18.24,   90.15,   7.36,      6.125,   47.02,   34.97,   5.71,     24.500,   19.55,  168.16,   6.86,    12.250,   23.73,   69.29,   5.66
           28,     14.250,   19.16,   99.84,   7.01,      7.125,   49.81,   38.40,   5.39,     28.500,   20.16,  189.74,   6.66,    14.250,   21.76,   87.91,   6.17
           32,     16.250,   20.68,  105.47,   6.49,      8.125,   53.85,   40.50,   4.98,     32.500,   16.88,  258.34,   7.95,    16.250,   26.31,   82.90,   5.10
           40,     20.250,   29.11,   93.38,   4.61,     10.125,   58.57,   46.41,   4.58,     40.500,   27.95,  194.46,   4.80,    20.250,   35.45,   76.66,   3.79
           48,     24.250,   35.92,   90.60,   3.74,     12.125,   72.07,   45.16,   3.72,     48.500,   38.47,  169.19,   3.49,    24.250,   44.36,   73.36,   3.03
           56,     28.250,   41.27,   91.86,   3.25,     14.125,   89.98,   42.14,   2.98,     56.500,   36.35,  208.62,   3.69,    28.250,   55.27,   68.61,   2.43
           64,     32.250,   47.06,   91.98,   2.85,     16.125,  103.13,   41.97,   2.60,     64.500,   49.66,  174.31,   2.70,    32.250,   54.40,   79.57,   2.47
           80,     40.250,   59.47,   90.84,   2.26,     20.125,  119.00,   45.40,   2.26,     80.500,   56.55,  191.06,   2.37,    40.250,   68.01,   79.44,   1.97
