Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Half precision ops,,,,                Integer operations,,, 
         1024,    512.250,  718.76,   95.65,   0.19,    256.125, 1499.40,   45.85,   0.18,   1024.500, 1750.25,   78.56,   0.08,   512.250,  909.75,   75.57,   0.15
          17,      8.750,    9.59,  122.41,  13.99,      4.375,   31.11,   37.75,   8.63,     17.500,    9.80,  239.78,  13.70,     8.750,   15.02,   78.17,   8.93
           18,      9.250,    9.74,  127.52,  13.79,      4.625,   23.00,   53.98,  11.67,     18.500,    9.93,  249.93,  13.51,     9.250,   15.31,   81.10,   8.77
           20,     10.250,    9.91,  138.76,  13.54,      5.125,   28.64,   48.03,   9.37,     20.500,   10.21,  269.43,  13.14,    10.250,   15.32,   89.82,   8.76
           22,     11.250,    9.88,  152.87,  13.59,      5.625,   28.71,   52.59,   9.35,     22.500,   10.49,  287.75,  12.79,    11.250,    7.39,  204.20,  18.15
           24,     12.250,    4.46,  368.43,  30.08,      6.125,   28.77,   57.14,   9.33,     24.500,   10.44,  314.89,  12.85,    12.250,   15.49,  106.16,   8.67
           28,     14.250,   10.85,  176.36,  12.38,      7.125,   17.43,  109.71,  15.40,     28.500,    8.10,  472.02,  16.56,    14.250,   20.21,   94.63,   6.64
           32,     16.250,   16.03,  136.09,   8.37,      8.125,   35.55,   61.35,   7.55,     32.500,   18.50,  235.79,   7.26,    16.250,   20.51,  106.34,   6.54
           40,     20.250,   20.83,  130.47,   6.44,     10.125,   45.56,   59.66,   5.89,     40.500,   22.45,  242.18,   5.98,    20.250,   20.56,  132.16,   6.53
           48,     24.250,   25.67,  126.80,   5.23,     12.125,   37.45,   86.92,   7.17,     48.500,    8.95,  727.34,  15.00,    24.250,   34.31,   94.85,   3.91
           56,     28.250,   29.73,  127.53,   4.51,     14.125,   60.32,   62.86,   4.45,     56.500,   31.95,  237.33,   4.20,    28.250,   37.14,  102.09,   3.61
           64,     32.250,   30.65,  141.20,   4.38,     16.125,   70.92,   61.04,   3.79,     64.500,   37.58,  230.35,   3.57,    32.250,   38.14,  113.49,   3.52
           80,     40.250,   46.80,  115.44,   2.87,     20.125,   86.73,   62.29,   3.09,     80.500,   44.12,  244.87,   3.04,    40.250,   53.79,  100.44,   2.50
           96,     48.250,   52.10,  124.29,   2.58,     24.125,  103.71,   62.44,   2.59,     96.500,   56.50,  229.26,   2.38,    48.250,   60.53,  106.99,   2.22
          128,     64.250,   62.01,  139.06,   2.16,     32.125,  137.11,   62.89,   1.96,    128.500,   74.40,  231.82,   1.80,    64.250,   83.42,  103.38,   1.61
          192,     96.250,  110.80,  116.59,   1.21,     48.125,  210.26,   61.44,   1.28,    192.500,  147.19,  175.53,   0.91,    96.250,  154.26,   83.74,   0.87
          256,    128.250,  175.94,   97.84,   0.76,     64.125,  360.87,   47.70,   0.74,    256.500,  268.89,  128.03,   0.50,   128.250,  176.11,   97.74,   0.76
          512,    256.250,  262.37,  131.09,   0.51,    128.125,  510.98,   67.31,   0.53,    512.500,  491.70,  139.90,   0.27,   256.250,  416.23,   82.63,   0.32
         1024,    512.250,  699.72,   98.26,   0.19,    256.125, 1521.89,   45.18,   0.18,   1024.500, 1746.94,   78.71,   0.08,   512.250,  970.48,   70.84,   0.14
          17,      8.750,    9.31,  126.13,  14.41,      4.375,   28.49,   41.23,   9.42,     17.500,    9.72,  241.70,  13.81,     8.750,   15.01,   78.23,   8.94
           18,      9.250,    9.54,  130.10,  14.07,      4.625,   28.45,   43.63,   9.43,     18.500,    9.78,  253.91,  13.72,     9.250,   14.76,   84.13,   9.10
           20,     10.250,    9.91,  138.80,  13.54,      5.125,   28.63,   48.06,   9.38,     20.500,   10.12,  271.93,  13.27,    10.250,   15.33,   89.72,   8.75
           22,     11.250,    9.80,  154.15,  13.70,      5.625,   28.91,   52.23,   9.29,     22.500,   10.48,  288.11,  12.81,    11.250,   15.20,   99.34,   8.83
           24,     12.250,    7.16,  229.67,  18.75,      6.125,   66.24,   24.82,   4.05,     24.500,   15.22,  216.09,   8.82,    12.250,   20.67,   79.54,   6.49
           28,     14.250,   15.34,  124.70,   8.75,      7.125,   37.52,   50.98,   7.16,     28.500,   14.00,  273.19,   9.59,    14.250,   12.92,  147.98,  10.38
           32,     16.250,   15.93,  136.95,   8.43,      8.125,   38.69,   56.37,   6.94,     32.500,   18.45,  236.49,   7.28,    16.250,   18.13,  120.29,   7.40
           40,     20.250,   15.37,  176.89,   8.74,     10.125,   37.76,   71.98,   7.11,     40.500,   22.40,  242.63,   5.99,    20.250,   19.80,  137.24,   6.78
           48,     24.250,   24.13,  134.88,   5.56,     12.125,   42.90,   75.88,   6.26,     48.500,   20.52,  317.26,   6.54,    24.250,   29.18,  111.53,   4.60
           56,     28.250,   30.09,  126.03,   4.46,     14.125,   56.16,   67.51,   4.78,     56.500,   31.63,  239.78,   4.24,    28.250,   34.85,  108.79,   3.85
           64,     32.250,   32.06,  135.02,   4.19,     16.125,   71.96,   60.15,   3.73,     64.500,   37.17,  232.88,   3.61,    32.250,   47.32,   91.48,   2.84
           80,     40.250,   45.41,  118.98,   2.96,     20.125,   83.95,   64.35,   3.20,     80.500,   44.80,  241.16,   3.00,    40.250,   53.49,  100.99,   2.51
           96,     48.250,   47.83,  135.39,   2.81,     24.125,  101.83,   63.60,   2.64,     96.500,   54.81,  236.30,   2.45,    48.250,   61.95,  104.53,   2.17
          128,     64.250,   67.04,  128.64,   2.00,     32.125,  132.05,   65.30,   2.03,    128.500,   78.29,  220.28,   1.71,    64.250,   86.16,  100.09,   1.56
          192,     96.250,  107.24,  120.47,   1.25,     48.125,  210.26,   61.44,   1.28,    192.500,  153.03,  168.83,   0.88,    96.250,  164.59,   78.49,   0.82
          256,    128.250,  181.25,   94.97,   0.74,     64.125,  379.29,   45.38,   0.71,    256.500,  268.00,  128.46,   0.50,   128.250,  208.26,   82.65,   0.64
          512,    256.250,  255.73,  134.49,   0.52,    128.125,  468.47,   73.42,   0.57,    512.500,  507.87,  135.44,   0.26,   256.250,  381.15,   90.24,   0.35
         1024,    512.250,  712.34,   96.52,   0.19,    256.125, 1453.62,   47.30,   0.18,   1024.500, 1709.79,   80.42,   0.08,   512.250,  957.38,   71.81,   0.14
          17,      8.750,    9.74,  120.53,  13.78,      4.375,   28.63,   41.01,   9.37,     17.500,    9.72,  241.52,  13.80,     8.750,   15.00,   78.27,   8.95
           18,      9.250,    9.95,  124.75,  13.49,      4.625,   28.57,   43.45,   9.39,     18.500,    9.89,  251.07,  13.57,     9.250,   15.20,   81.67,   8.83
           20,     10.250,    7.63,  180.24,  17.58,      5.125,   28.79,   47.78,   9.32,     20.500,   10.69,  257.27,  12.55,    10.250,   15.72,   87.52,   8.54
           22,     11.250,    9.86,  153.20,  13.62,      5.625,   26.63,   56.71,  10.08,     22.500,    4.43,  681.72,  30.30,    11.250,   15.50,   97.42,   8.66
           24,     12.250,   14.38,  114.31,   9.33,      6.125,   35.28,   46.60,   7.61,     24.500,   15.38,  213.81,   8.73,    12.250,   22.08,   74.46,   6.08
           28,     14.250,   13.05,  146.54,  10.28,      7.125,   36.13,   52.94,   7.43,     28.500,   15.55,  246.00,   8.63,    14.250,   22.47,   85.10,   5.97
           32,     16.250,   14.37,  151.76,   9.34,      8.125,   32.57,   66.97,   8.24,     32.500,   20.43,  213.48,   6.57,    16.250,   22.85,   95.47,   5.88
           40,     20.250,   19.70,  137.93,   6.81,     10.125,   46.78,   58.10,   5.74,     40.500,   20.87,  260.47,   6.43,    20.250,   21.82,  124.55,   6.15
           48,     24.250,   28.86,  112.78,   4.65,     12.125,   45.92,   70.88,   5.85,     48.500,   22.77,  285.87,   5.89,    24.250,   33.18,   98.09,   4.04
           56,     28.250,   33.63,  112.74,   3.99,     14.125,   57.55,   65.89,   4.66,     56.500,   26.09,  290.67,   5.14,    28.250,   40.18,   94.36,   3.34
           64,     32.250,   32.57,  132.91,   4.12,     16.125,   67.53,   64.10,   3.98,     64.500,   42.34,  204.49,   3.17,    32.250,   41.80,  103.56,   3.21
           80,     40.250,   49.22,  109.77,   2.73,     20.125,   79.60,   67.87,   3.37,     80.500,   51.02,  211.75,   2.63,    40.250,   47.93,  112.71,   2.80
           96,     48.250,   55.73,  116.20,   2.41,     24.125,  100.73,   64.29,   2.66,     96.500,   52.42,  247.09,   2.56,    48.250,   64.57,  100.29,   2.08
          128,     64.250,   75.29,  114.54,   1.78,     32.125,  142.41,   60.55,   1.88,    128.500,   78.53,  219.62,   1.71,    64.250,   91.51,   94.23,   1.47
          192,     96.250,  104.28,  123.88,   1.29,     48.125,  231.29,   55.85,   1.16,    192.500,  165.14,  156.46,   0.81,    96.250,  164.36,   78.60,   0.82
          256,    128.250,  192.43,   89.45,   0.70,     64.125,  302.59,   56.89,   0.89,    256.500,  179.56,  191.73,   0.75,   128.250,  147.85,  116.43,   0.91
          512,    256.250,  265.63,  129.48,   0.51,    128.125,  530.26,   64.86,   0.51,    512.500,  567.59,  121.19,   0.24,   256.250,  446.70,   76.99,   0.30
         1024,    512.250,  755.71,   90.98,   0.18,    256.125, 1504.87,   45.69,   0.18,   1024.500, 1769.07,   77.73,   0.08,   512.250,  971.57,   70.76,   0.14
          17,      8.750,   10.19,  115.28,  13.17,      4.375,   28.52,   41.18,   9.41,     17.500,   11.20,  209.63,  11.98,     8.750,    8.37,  140.24,  16.03
           18,      9.250,    9.72,  127.73,  13.81,      4.625,   28.66,   43.32,   9.37,     18.500,    9.84,  252.38,  13.64,     9.250,   15.07,   82.36,   8.90
           20,     10.250,    9.89,  139.11,  13.57,      5.125,   28.65,   48.02,   9.37,     20.500,    3.77,  730.75,  35.65,    10.250,    7.95,  173.04,  16.88
           22,     11.250,    9.99,  151.10,  13.43,      5.625,   31.55,   47.85,   8.51,     22.500,   15.07,  200.44,   8.91,    11.250,   19.14,   78.87,   7.01
           24,     12.250,   11.47,  143.39,  11.70,      6.125,   34.79,   47.26,   7.72,     24.500,   15.26,  215.54,   8.80,    12.250,   21.13,   77.80,   6.35
           28,     14.250,   13.20,  144.93,  10.17,      7.125,   34.69,   55.13,   7.74,     28.500,   10.75,  355.73,  12.48,    14.250,   15.48,  123.58,   8.67
           32,     16.250,   15.14,  144.07,   8.87,      8.125,   39.52,   55.18,   6.79,     32.500,   16.08,  271.34,   8.35,    16.250,   19.84,  109.93,   6.76
           40,     20.250,   15.51,  175.26,   8.66,     10.125,   49.35,   55.08,   5.44,     40.500,   17.32,  313.92,   7.75,    20.250,   26.20,  103.74,   5.12
           48,     24.250,   19.65,  165.62,   6.83,     12.125,   55.66,   58.48,   4.82,     48.500,   26.26,  247.86,   5.11,    24.250,   30.99,  105.02,   4.33
           56,     28.250,   34.64,  109.45,   3.87,     14.125,   60.61,   62.55,   4.43,     56.500,   28.92,  262.19,   4.64,    28.250,   36.30,  104.45,   3.70
           64,     32.250,   29.24,  148.06,   4.59,     16.125,   68.71,   63.00,   3.91,     64.500,   33.99,  254.67,   3.95,    32.250,   43.63,   99.22,   3.08
           80,     40.250,   39.26,  137.61,   3.42,     20.125,   69.97,   77.21,   3.84,     80.500,   42.80,  252.44,   3.14,    40.250,   49.03,  110.17,   2.74
           96,     48.250,   51.57,  125.57,   2.60,     24.125,  104.41,   62.03,   2.57,     96.500,   55.22,  234.57,   2.43,    48.250,   62.47,  103.66,   2.15
          128,     64.250,   65.64,  131.38,   2.04,     32.125,  137.82,   62.57,   1.95,    128.500,   79.18,  217.81,   1.70,    64.250,   83.64,  103.11,   1.60
          192,     96.250,  117.09,  110.33,   1.15,     48.125,  205.36,   62.91,   1.31,    192.500,  168.82,  153.05,   0.80,    96.250,  166.94,   77.38,   0.80
          256,    128.250,  189.02,   91.07,   0.71,     64.125,  205.98,   83.57,   1.30,    256.500,  137.74,  249.95,   0.97,   128.250,  156.17,  110.22,   0.86
          512,    256.250,  249.76,  137.70,   0.54,    128.125,  530.45,   64.84,   0.51,    512.500,  550.68,  124.91,   0.24,   256.250,  407.73,   84.35,   0.33
         1024,    512.250,  730.77,   94.08,   0.18,    256.125, 1527.07,   45.02,   0.18,   1024.500, 1733.46,   79.32,   0.08,   512.250,  980.46,   70.12,   0.14
          17,      8.750,    6.48,  181.18,  20.71,      4.375,   28.64,   41.00,   9.37,     17.500,    6.67,  352.40,  20.14,     8.750,   14.33,   81.97,   9.37
           18,      9.250,    6.52,  190.39,  20.58,      4.625,   28.50,   43.56,   9.42,     18.500,    9.75,  254.74,  13.77,     9.250,   14.23,   87.27,   9.43
           20,     10.250,    6.70,  205.46,  20.04,      5.125,   28.56,   48.17,   9.40,     20.500,    9.71,  283.41,  13.82,    10.250,    6.50,  211.77,  20.66
           22,     11.250,   10.71,  141.00,  12.53,      5.625,   28.64,   52.73,   9.37,     22.500,   10.14,  297.92,  13.24,    11.250,   14.52,  103.98,   9.24
           24,     12.250,   10.00,  164.41,  13.42,      6.125,   28.79,   57.12,   9.33,     24.500,   10.22,  321.90,  13.14,    12.250,   14.76,  111.41,   9.09
           28,     14.250,   10.62,  180.03,  12.63,      7.125,   12.66,  151.04,  21.20,     28.500,   10.81,  353.95,  12.42,    14.250,   15.23,  125.56,   8.81
           32,     16.250,   11.78,  185.18,  11.40,      8.125,   28.85,   75.61,   9.31,     32.500,   16.68,  261.52,   8.05,    16.250,   15.61,  139.69,   8.60
           40,     20.250,   20.83,  130.46,   6.44,     10.125,   43.16,   62.97,   6.22,     40.500,   16.82,  323.21,   7.98,    20.250,   29.00,   93.74,   4.63
           48,     24.250,   25.51,  127.59,   5.26,     12.125,   53.84,   60.45,   4.99,     48.500,   29.05,  224.04,   4.62,    24.250,   27.12,  120.00,   4.95
           56,     28.250,   26.32,  144.04,   5.10,     14.125,   59.21,   64.04,   4.53,     56.500,   30.24,  250.76,   4.44,    28.250,   32.28,  117.47,   4.16
           64,     32.250,   35.28,  122.68,   3.80,     16.125,   59.43,   72.84,   4.52,     64.500,   34.67,  249.68,   3.87,    32.250,   47.42,   91.28,   2.83
           80,     40.250,   42.31,  127.68,   3.17,     20.125,   81.84,   66.01,   3.28,     80.500,   47.41,  227.88,   2.83,    40.250,   51.41,  105.09,   2.61
           96,     48.250,   49.23,  131.55,   2.73,     24.125,  103.52,   62.56,   2.59,     96.500,   61.17,  211.73,   2.19,    48.250,   59.72,  108.44,   2.25
          128,     64.250,   71.07,  121.34,   1.89,     32.125,  138.13,   62.43,   1.94,    128.500,   82.17,  209.89,   1.63,    64.250,   86.49,   99.70,   1.55
          192,     96.250,  107.71,  119.94,   1.25,     48.125,  215.53,   59.94,   1.25,    192.500,  166.21,  155.45,   0.81,    96.250,  145.50,   88.79,   0.92
          256,    128.250,  167.45,  102.80,   0.80,     64.125,  359.89,   47.83,   0.75,    256.500,  286.99,  119.96,   0.47,   128.250,  217.62,   79.10,   0.62
          512,    256.250,  229.55,  149.83,   0.58,    128.125,  531.12,   64.76,   0.51,    512.500,  515.48,  133.44,   0.26,   256.250,  387.08,   88.85,   0.35
         1024,    512.250,  694.55,   98.99,   0.19,    256.125, 1497.28,   45.92,   0.18,   1024.500, 1733.70,   79.31,   0.08,   512.250,  960.40,   71.59,   0.14
          17,      8.750,    9.92,  118.38,  13.53,      4.375,   28.63,   41.02,   9.38,     17.500,    9.74,  241.07,  13.78,     8.750,   14.66,   80.10,   9.15
           18,      9.250,    9.68,  128.30,  13.87,      4.625,   28.69,   43.28,   9.36,     18.500,   10.04,  247.26,  13.37,     9.250,   15.22,   81.59,   8.82
           20,     10.250,    9.84,  139.76,  13.63,      5.125,   28.68,   47.96,   9.36,     20.500,   10.20,  269.70,  13.16,    10.250,   15.28,   90.02,   8.78
           22,     11.250,   10.14,  148.86,  13.23,      5.625,   28.85,   52.35,   9.31,     22.500,   11.36,  265.85,  11.82,    11.250,   15.49,   97.49,   8.67
           24,     12.250,    9.26,  177.57,  14.50,      6.125,   20.28,   81.08,  13.24,     24.500,   13.69,  240.26,   9.81,    12.250,   15.37,  107.00,   8.73
           28,     14.250,   10.71,  178.56,  12.53,      7.125,   35.71,   53.56,   7.52,     28.500,   15.71,  243.52,   8.54,    14.250,   17.68,  108.19,   7.59
           32,     16.250,   12.73,  171.35,  10.54,      8.125,   32.57,   66.97,   8.24,     32.500,   15.03,  290.32,   8.93,    16.250,   23.00,   94.84,   5.84
           40,     20.250,   21.58,  125.95,   6.22,     10.125,   42.78,   63.53,   6.27,     40.500,   15.56,  349.35,   8.63,    20.250,   21.28,  127.72,   6.31
           48,     24.250,   28.22,  115.33,   4.76,     12.125,   52.75,   61.70,   5.09,     48.500,   28.54,  228.06,   4.70,    24.250,   34.20,   95.16,   3.92
           56,     28.250,   31.98,  118.57,   4.20,     14.125,   63.16,   60.03,   4.25,     56.500,   31.83,  238.25,   4.22,    28.250,   35.18,  107.77,   3.81
           64,     32.250,   29.16,  148.44,   4.60,     16.125,   70.28,   61.59,   3.82,     64.500,   35.21,  245.87,   3.81,    32.250,   38.95,  111.13,   3.45
           80,     40.250,   41.11,  131.42,   3.27,     20.125,   87.07,   62.04,   3.08,     80.500,   39.93,  270.55,   3.36,    40.250,   44.96,  120.16,   2.99
           96,     48.250,   51.58,  125.55,   2.60,     24.125,   97.25,   66.59,   2.76,     96.500,   62.24,  208.09,   2.16,    48.250,   57.68,  112.28,   2.33
          128,     64.250,   64.25,  134.21,   2.09,     32.125,  138.63,   62.21,   1.94,    128.500,   82.76,  208.40,   1.62,    64.250,   79.21,  108.87,   1.69
          192,     96.250,  109.64,  117.82,   1.22,     48.125,  269.69,   47.90,   1.00,    192.500,  179.03,  144.32,   0.75,    96.250,  154.85,   83.43,   0.87
          256,    128.250,  188.49,   91.32,   0.71,     64.125,  367.32,   46.86,   0.73,    256.500,  161.87,  212.69,   0.83,   128.250,  141.01,  122.07,   0.95
          512,    256.250,  236.83,  145.22,   0.57,    128.125,  523.28,   65.73,   0.51,    512.500,  676.38,  101.70,   0.20,   256.250,  411.83,   83.51,   0.33
         1024,    512.250,  707.75,   97.14,   0.19,    256.125, 1519.83,   45.24,   0.18,   1024.500, 1756.81,   78.27,   0.08,   512.250,  963.39,   71.37,   0.14
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Half precision ops,,,,                Integer operations,,, 
Compute iters, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Flops/byte, ex.time,  GFLOPS, GB/sec, Iops/byte, ex.time,   GIOPS, GB/sec
            0,      0.250,   10.44,    3.21,  12.85,      0.125,   36.60,    0.92,   7.33,      0.500,   15.08,    4.45,   8.90,     0.250,   15.06,    2.23,   8.91
            1,      0.750,   13.93,    7.22,   9.63,      0.375,   31.70,    3.18,   8.47,      1.500,   14.03,   14.35,   9.56,     0.750,   13.40,    7.51,  10.02
            2,      1.250,   13.68,   12.27,   9.81,      0.625,   20.22,    8.30,  13.28,      2.500,   12.89,   26.02,  10.41,     1.250,   15.15,   11.07,   8.86
            3,      1.750,   12.91,   18.19,  10.40,      0.875,   38.28,    6.14,   7.01,      3.500,   15.22,   30.86,   8.82,     1.750,   14.13,   16.63,   9.50
            4,      2.250,   10.62,   28.45,  12.64,      1.125,   30.43,    9.92,   8.82,      4.500,   15.37,   39.31,   8.74,     2.250,   15.10,   20.00,   8.89
            5,      2.750,   15.39,   23.99,   8.72,      1.375,   35.45,   10.41,   7.57,      5.500,   15.43,   47.85,   8.70,     2.750,   15.59,   23.67,   8.61
            6,      3.250,   11.70,   37.28,  11.47,      1.625,   34.97,   12.47,   7.68,      6.500,   13.06,   66.81,  10.28,     3.250,   12.19,   35.78,  11.01
            7,      3.750,   14.07,   35.77,   9.54,      1.875,   42.27,   11.91,   6.35,      7.500,   15.35,   65.57,   8.74,     3.750,   10.85,   46.37,  12.37
            8,      4.250,   14.97,   38.11,   8.97,      2.125,   38.07,   14.98,   7.05,      8.500,   15.39,   74.12,   8.72,     4.250,   15.52,   36.76,   8.65
            9,      4.750,   15.09,   42.25,   8.90,      2.375,   40.79,   15.63,   6.58,      9.500,   15.21,   83.84,   8.83,     4.750,   15.61,   40.83,   8.60
           10,      5.250,   14.80,   47.60,   9.07,      2.625,   33.36,   21.13,   8.05,     10.500,   13.06,  107.90,  10.28,     5.250,   15.67,   44.98,   8.57
           11,      5.750,    4.68,  165.02,  28.70,      2.875,   35.81,   21.55,   7.50,     11.500,   14.95,  103.21,   8.98,     5.750,   15.52,   49.73,   8.65
           12,      6.250,   13.89,   60.39,   9.66,      3.125,   42.63,   19.68,   6.30,     12.500,   14.92,  112.41,   8.99,     6.250,   15.07,   55.67,   8.91
           13,      6.750,   12.44,   72.82,  10.79,      3.375,   47.80,   18.96,   5.62,     13.500,   11.71,  154.78,  11.47,     6.750,   15.82,   57.25,   8.48
           14,      7.250,   12.39,   78.54,  10.83,      3.625,   42.46,   22.92,   6.32,     14.500,   13.68,  142.27,   9.81,     7.250,   15.77,   61.71,   8.51
           15,      7.750,    8.74,  119.06,  15.36,      3.875,   42.75,   24.33,   6.28,     15.500,   15.00,  138.70,   8.95,     7.750,   15.93,   65.32,   8.43
           16,      8.250,    8.88,  124.64,  15.11,      4.125,   42.89,   25.82,   6.26,     16.500,    9.70,  228.20,  13.83,     8.250,   15.78,   70.18,   8.51
            0,      0.250,   10.54,    3.18,  12.73,      0.125,   34.50,    0.97,   7.78,      0.500,    7.28,    9.22,  18.44,     0.250,    4.94,    6.79,  27.15
            1,      0.750,    7.82,   12.87,  17.16,      0.375,   35.11,    2.87,   7.65,      1.500,   15.32,   13.14,   8.76,     0.750,   12.14,    8.29,  11.06
            2,      1.250,   10.69,   15.69,  12.55,      0.625,   41.32,    4.06,   6.50,      2.500,   15.23,   22.03,   8.81,     1.250,   15.29,   10.97,   8.78
            3,      1.750,   13.04,   18.01,  10.29,      0.875,   42.70,    5.50,   6.29,      3.500,   15.49,   30.32,   8.66,     1.750,   10.72,   21.91,  12.52
            4,      2.250,   14.44,   20.91,   9.29,      1.125,   42.72,    7.07,   6.28,      4.500,   14.54,   41.54,   9.23,     2.250,   13.13,   23.00,  10.22
            5,      2.750,   15.50,   23.82,   8.66,      1.375,   42.74,    8.64,   6.28,      5.500,   15.60,   47.33,   8.61,     2.750,   15.92,   23.19,   8.43
            6,      3.250,   13.76,   31.70,   9.75,      1.625,   42.43,   10.28,   6.33,      6.500,   15.63,   55.80,   8.59,     3.250,   15.89,   27.46,   8.45
            7,      3.750,   10.75,   46.82,  12.48,      1.875,   42.12,   11.95,   6.37,      7.500,   13.52,   74.46,   9.93,     3.750,   13.76,   36.57,   9.75
            8,      4.250,   15.47,   36.88,   8.68,      2.125,   30.97,   18.42,   8.67,      8.500,   15.63,   72.99,   8.59,     4.250,   20.85,   27.35,   6.44
            9,      4.750,   15.40,   41.39,   8.71,      2.375,   42.29,   15.08,   6.35,      9.500,   15.53,   82.10,   8.64,     4.750,   15.43,   41.32,   8.70
           10,      5.250,   15.25,   46.20,   8.80,      2.625,   42.08,   16.74,   6.38,     10.500,   15.49,   90.97,   8.66,     5.250,   15.98,   44.08,   8.40
           11,      5.750,   10.06,   76.69,  13.34,      2.875,   41.99,   18.38,   6.39,     11.500,   10.65,  144.89,  12.60,     5.750,   20.84,   37.03,   6.44
           12,      6.250,   10.02,   83.70,  13.39,      3.125,   42.51,   19.73,   6.31,     12.500,   15.40,  108.97,   8.72,     6.250,   21.01,   39.93,   6.39
           13,      6.750,    8.90,  101.85,  15.09,      3.375,   42.60,   21.27,   6.30,     13.500,   14.17,  127.84,   9.47,     6.750,   20.92,   43.30,   6.42
           14,      7.250,   14.54,   66.91,   9.23,      3.625,   42.66,   22.81,   6.29,     14.500,   16.09,  120.95,   8.34,     7.250,   18.48,   52.65,   7.26
           15,      7.750,   13.94,   74.61,   9.63,      3.875,   42.63,   24.40,   6.30,     15.500,    8.57,  242.78,  15.66,     7.750,   14.76,   70.49,   9.10
           16,      8.250,   13.97,   79.25,   9.61,      4.125,   42.80,   25.87,   6.27,     16.500,    8.74,  253.42,  15.36,     8.250,   21.27,   52.05,   6.31
            0,      0.250,   14.80,    2.27,   9.07,      0.125,   33.12,    1.01,   8.10,      0.500,   11.92,    5.63,  11.26,     0.250,   10.45,    3.21,  12.84
            1,      0.750,   15.06,    6.68,   8.91,      0.375,   37.16,    2.71,   7.22,      1.500,   15.15,   13.29,   8.86,     0.750,   13.97,    7.20,   9.61
            2,      1.250,   13.66,   12.28,   9.83,      0.625,   42.15,    3.98,   6.37,      2.500,    4.87,   68.90,  27.56,     1.250,   15.10,   11.11,   8.89
            3,      1.750,   12.97,   18.11,  10.35,      0.875,   38.17,    6.15,   7.03,      3.500,   15.33,   30.63,   8.75,     1.750,   13.61,   17.26,   9.86
            4,      2.250,   15.29,   19.76,   8.78,      1.125,   40.35,    7.48,   6.65,      4.500,   15.32,   39.42,   8.76,     2.250,   15.30,   19.74,   8.77
            5,      2.750,   15.37,   24.02,   8.73,      1.375,   35.75,   10.32,   7.51,      5.500,   13.55,   54.49,   9.91,     2.750,   15.55,   23.74,   8.63
            6,      3.250,   15.20,   28.70,   8.83,      1.625,   37.92,   11.50,   7.08,      6.500,   14.04,   62.16,   9.56,     3.250,   15.56,   28.03,   8.62
            7,      3.750,   15.25,   33.01,   8.80,      1.875,   35.80,   14.06,   7.50,      7.500,   15.38,   65.45,   8.73,     3.750,   13.20,   38.13,  10.17
            8,      4.250,   15.29,   37.30,   8.78,      2.125,   28.29,   20.16,   9.49,      8.500,   15.13,   75.41,   8.87,     4.250,   11.00,   51.84,  12.20
            9,      4.750,   15.18,   42.01,   8.84,      2.375,   42.60,   14.97,   6.30,      9.500,   14.63,   87.17,   9.18,     4.750,   15.60,   40.86,   8.60
           10,      5.250,   10.46,   67.34,  12.83,      2.625,   42.59,   16.55,   6.30,     10.500,   11.82,  119.24,  11.36,     5.250,   15.61,   45.13,   8.60
           11,      5.750,   14.94,   51.66,   8.98,      2.875,   39.29,   19.64,   6.83,     11.500,   15.30,  100.91,   8.77,     5.750,   15.57,   49.58,   8.62
           12,      6.250,   14.74,   56.91,   9.11,      3.125,   39.36,   21.31,   6.82,     12.500,   15.22,  110.24,   8.82,     6.250,   15.63,   53.68,   8.59
           13,      6.750,   11.52,   78.63,  11.65,      3.375,   42.68,   21.23,   6.29,     13.500,   15.13,  119.76,   8.87,     6.750,   15.80,   57.33,   8.49
           14,      7.250,    8.28,  117.46,  16.20,      3.625,   38.50,   25.28,   6.97,     14.500,   14.99,  129.80,   8.95,     7.250,   15.80,   61.59,   8.50
           15,      7.750,    9.08,  114.52,  14.78,      3.875,   42.90,   24.25,   6.26,     15.500,   14.87,  139.93,   9.03,     7.750,   13.69,   75.95,   9.80
           16,      8.250,    8.68,  127.62,  15.47,      4.125,   38.79,   28.55,   6.92,     16.500,    7.09,  312.53,  18.94,     8.250,   16.31,   67.89,   8.23
            0,      0.250,   15.26,    2.20,   8.80,      0.125,   37.35,    0.90,   7.19,      0.500,   10.54,    6.37,  12.74,     0.250,   15.31,    2.19,   8.76
            1,      0.750,   15.30,    6.58,   8.77,      0.375,   41.87,    2.40,   6.41,      1.500,   10.60,   19.00,  12.67,     0.750,   10.48,    9.61,  12.81
            2,      1.250,   11.35,   14.79,  11.83,      0.625,   39.13,    4.29,   6.86,      2.500,   15.25,   22.00,   8.80,     1.250,   15.21,   11.03,   8.83
            3,      1.750,   15.22,   15.43,   8.82,      0.875,   41.26,    5.69,   6.51,      3.500,   15.40,   30.51,   8.72,     1.750,   15.31,   15.35,   8.77
            4,      2.250,   12.73,   23.72,  10.54,      1.125,   42.77,    7.06,   6.28,      4.500,   10.69,   56.51,  12.56,     2.250,   15.30,   19.74,   8.77
