LAMMPS (17 Apr 2024 - Development - a8687b5)
KOKKOS mode with Kokkos version 4.3.1 is enabled (src/KOKKOS/kokkos.cpp:72)
  using 1 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 3.1803 3.1803 3.1803
Created orthogonal box = (0 0 0) to (12.7212 12.7212 12.7212)
  12 by 16 by 16 MPI processor grid
Created 128 atoms
  using lattice units in orthogonal box = (0 0 0) to (12.7212 12.7212 12.7212)
  create_atoms CPU = 0.119 seconds
SNAP Element = W, Radius 0.5, Weight 1
SNAP keyword rcutfac 4.87644
SNAP keyword twojmax 8
SNAP keyword rfac0 0.99363
SNAP keyword rmin0 0
SNAP keyword bzeroflag 1
SNAP keyword quadraticflag 0
Displacing atoms ...
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 4.87644
  ghost atom cutoff = 4.87644
  binsize = 2.43822, bins = 6 6 6
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair zbl, perpetual
      attributes: half, newton on, kokkos_device, cut 4.8
      pair build: half/bin/newton/kk/device
      stencil: half/bin/3d
      bin: kk/device
  (2) pair snap, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 2.489 | 2.606 | 5.231 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
      2050   1311.9852     -7.8795127      0             -7.7112502      287612.1     
      2100   1022.0317     -7.7377045      0             -7.6066287      322194.31    
      2150   1087.0994     -7.6326271      0             -7.4932063      351276.37    
      2200   1038.6496     -7.5145151      0             -7.3813079      383536.08    
      2250   1279.3848     -7.4849412      0             -7.3208597      389526.08    
      2300   1092.0981     -7.450773       0             -7.3107111      398473.16    
      2350   982.48032     -7.6163053      0             -7.4903019      356296.24    
      2400   1175.1095     -7.2616775      0             -7.1109693      450284.21    
      2450   1239.6704     -7.3707329      0             -7.2117448      423110.62    
      2500   1149.885      -7.2256913      0             -7.0782183      462307.79    
      2550   1498.1575     -6.927516       0             -6.7353769      540977.26    
      2600   1095.7996     -7.0288773      0             -6.8883407      517224.25    
      2650   1368.0405     -6.8139595      0             -6.6385079      582692.16    
      2700   1394.859      -6.5464888      0             -6.3675977      652233.26    
      2750   1613.7863     -6.3276334      0             -6.1206648      707073.36    
      2800   1571.019      -6.537612       0             -6.3361284      648496.16    
      2850   1913.5821     -6.360323       0             -6.1149055      696182.63    
      2900   2047.5427     -5.9002627      0             -5.6376647      812240.24    
      2950   1936.5358     -5.6543013      0             -5.40594        878474.19    
      3000   1724.5286     -5.5692733      0             -5.348102       899651.69    
      3050   1695.6653     -5.4968408      0             -5.2793712      919986.48    
      3100   1951.1152     -5.2270756      0             -4.9768445      986856.41    
      3150   2030.4843     -5.5075702      0             -5.2471599      923156.2     
      3200   1652.8568     -5.0007924      0             -4.788813       1046847.6    
      3250   1650.7438     -4.7982385      0             -4.5865302      1090387.6    
      3300   2046.6934     -4.8748901      0             -4.612401       1086995      
      3350   2316.2059     -4.4230707      0             -4.1260166      1201485.9    
      3400   2267.2933     -4.0496263      0             -3.7588453      1301651.5    
      3450   2229.1462     -4.2853961      0             -3.9995075      1244535      
      3500   2214.6134     -3.359577       0             -3.0755522      1482234.1    
      3550   2370.7712     -3.9081267      0             -3.6040745      1346570.7    
      3600   2305.2011     -4.1793808      0             -3.8837381      1278454.8    
      3650   2306.4351     -3.8685309      0             -3.5727299      1357319      
      3700   1956.9507     -4.0030431      0             -3.7520635      1323911      
      3750   2361.8879     -3.4158351      0             -3.1129223      1472993.9    
      3800   2547.8458     -2.8990179      0             -2.5722559      1606097.3    
      3850   3034.7162     -2.7899577      0             -2.4007544      1643079      
      3900   2554.1377     -2.9270229      0             -2.5994539      1598977.2    
      3950   2588.7956     -2.7256569      0             -2.3936431      1655097.2    
      4000   2574.2381     -2.7549999      0             -2.4248531      1649330      
      4050   2700.8629     -2.720355       0             -2.3739685      1649276.9    
      4100   3438.4784     -1.9865191      0             -1.5455332      1830978.4    
      4150   3970.8355     -1.8354733      0             -1.3262125      1891445.3    
      4200   3449.7964     -1.7736689      0             -1.3312314      1906595.9    
      4250   3046.0179     -1.5756483      0             -1.1849956      1958643.5    
      4300   2992.0914     -1.1341008      0             -0.75036417     2065194.2    
      4350   3941.6849     -1.4006626      0             -0.89514032     2003283.8    
      4400   2947.8467     -1.0240346      0             -0.64597236     2091220.5    
      4450   3885.2318      0.53877029     0              1.0370524      2490252.6    
      4500   2997.294      -0.65432278     0             -0.26991892     2210069.9    
      4550   3346.4166     -0.43709677     0             -0.0079178318   2253625.7    
      4600   3779.2898     -0.14061465     0              0.34408041     2326700.9    
      4650   3626.2075      0.075612713    0              0.54067491     2385525.6    
      4700   3959.4125     -0.070233405    0              0.43756243     2347112.8    
      4750   4103.6008      0.34306968     0              0.86935772     2445004.7    
      4800   3978.8474     -0.23031417     0              0.2799742      2312350      
      4850   4126.4409      0.7471744      0              1.2763917      2539390.7    
      4900   3069.8306     -0.19576464     0              0.19794206     2323018.6    
      4950   3586.5028     -0.40482027     0              0.055149786    2268770.8    
      5000   3128.8217      0.34615122     0              0.74742354     2433430.5    
      5050   3425.3834      0.52915666     0              0.96846311     2503667.6    
      5100   3114.1447      0.071010694    0              0.47040069     2387646.9    
      5150   4112.9573      0.36805228     0              0.89554028     2473751.9    
      5200   3519.6724      0.59294426     0              1.0443433      2520028.2    
      5250   3973.6762      0.41978122     0              0.92940638     2485437      
      5300   4578.6451      0.13535201     0              0.72256461     2424364.8    
      5350   4115.3094      1.4268032      0              1.9545928      2751255.6    
      5400   4582.8738      0.63726025     0              1.2250152      2546429      
      5450   4436.0615      1.1230352      0              1.6919614      2667704.7    
      5500   4467.142       1.3987526      0              1.9716649      2722132.7    
      5550   4364.4591      0.76832021     0              1.3280634      2571507.4    
      5600   4287.1476      0.21241758     0              0.76224555     2452623.2    
      5650   4216.3112      0.7632132      0              1.3039564      2578116.2    
      5700   3990.0619      0.9952456      0              1.5069722      2645452.4    
      5750   3984.7753      1.9739939      0              2.4850426      2874192      
      5800   3719.7143      0.828729       0              1.3057835      2592358.3    
      5850   3915.7627      2.2107308      0              2.7129285      2927592.4    
      5900   4115.3763      1.9524405      0              2.4802387      2878532.5    
      5950   3382.381       0.97782551     0              1.4116169      2630629.1    
      6000   4368.949       1.5361919      0              2.096511       2777707      
      6050   4037.9401      1.2212885      0              1.7391555      2687281.9    
      6100   4409.1262      1.9358386      0              2.5013104      2864394.2    
      6150   4500.3034      2.8894383      0              3.4666035      3111335.6    
      6200   3898.117       1.696762       0              2.1966967      2814676.4    
      6250   4151.4711      2.4960164      0              3.0284438      3023050.9    
      6300   4687.5812      2.2234477      0              2.8246314      2960840.9    
      6350   5510.0332      1.023052       0              1.7297154      2649200.9    
      6400   5517.9275      1.4895211      0              2.197197       2757473.8    
      6450   6616.4152      1.0128315      0              1.8613887      2676248      
      6500   5745.765       1.7715799      0              2.508476       2825051.7    
      6550   5961.0504      1.2724352      0              2.0369417      2723024.6    
      6600   4120.829       1.3712839      0              1.8997815      2733066.1    
      6650   4745.7677      2.0736912      0              2.6823374      2916106.3    
      6700   4504.5723      1.3404394      0              1.9181522      2741189.7    
      6750   4462.7093      1.6647482      0              2.237092       2810095.6    
      6800   3869.3618      1.7825479      0              2.2787947      2828631.6    
      6850   4985.2645      2.0175147      0              2.6568763      2916829.1    
      6900   4990.2477      1.7249802      0              2.364981       2833390.2    
      6950   4675.8899      1.860272       0              2.4599563      2859319      
      7000   5088.8253      3.3972159      0              4.0498593      3249263.7    
      7050   4933.1647      2.3406415      0              2.9733213      3006560      
      7100   5075.6611      2.9847468      0              3.6357019      3144844.8    
      7150   4972.6077      2.5421401      0              3.1798785      3038813.7    
      7200   5965.6579      3.3993443      0              4.1644417      3264894.4    
      7250   4395.0641      2.6180421      0              3.1817104      3048354.2    
      7300   4674.4916      2.0267805      0              2.6262855      2911693.3    
      7350   3972.4807      1.8424434      0              2.3519152      2858709.9    
      7400   4896.2426      2.5400891      0              3.1680336      3039195.6    
      7450   4077.58        2.1004977      0              2.6234486      2929011.8    
      7500   7038.6413      2.9666309      0              3.8693388      3164589.2    
      7550   4924.9262      3.2819999      0              3.9136232      3219569.9    
      7600   5923.0949      3.0852957      0              3.8449344      3191703.2    
      7650   5642.0499      3.2539741      0              3.9775687      3222863.9    
      7700   5816.3416      4.1905275      0              4.936475       3455965.5    
      7750   4709.3557      4.4379954      0              5.0419717      3510651.7    
      7800   4617.1374      2.8406813      0              3.4328306      3121710.8    
      7850   4255.0062      3.5790279      0              4.1247337      3290786.1    
      7900   4584.088       2.6370383      0              3.224949       3085606.4    
      7950   5912.4284      2.6952177      0              3.4534884      3095586.6    
      8000   4901.2519      2.8450135      0              3.4736005      3126516.5    
      8050   5469.5885      3.3139708      0              4.0154471      3253459.2    
      8100   7132.1042      2.9430282      0              3.8577227      3166082.7    
      8150   5733.0925      3.4334422      0              4.1687131      3270099.1    
      8200   4554.863       3.3339479      0              3.9181105      3246448.2    
      8250   6355.8739      3.8080455      0              4.6231882      3362716.4    
      8300   6124.6674      4.2082835      0              4.993774       3465462.6    
      8350   5626.0926      3.6503635      0              4.3719116      3321811.5    
      8400   6010.6223      4.1200084      0              4.8908725      3440009.4    
      8450   6163.5782      3.9117797      0              4.7022605      3394038.7    
      8500   5324.4658      3.8926453      0              4.5755097      3384817.2    
      8550   5610.7464      3.5491188      0              4.2686987      3308846.9    
      8600   7285.8841      4.0692797      0              5.0036965      3438361.3    
      8650   6830.3095      3.8969741      0              4.7729634      3395308.7    
      8700   8233.5371      4.2066142      0              5.2625679      3491822.5    
      8750   5619.7533      4.9884222      0              5.7091572      3672536.5    
      8800   6692.1827      3.6709589      0              4.5292334      3348217.8    
      8850   6452.215       4.3470401      0              5.1745386      3501918.6    
      8900   6308.8989      4.6184962      0              5.4276144      3577484.8    
      8950   5344.8008      4.476148       0              5.1616203      3529669.5    
      9000   5991.3949      4.1417092      0              4.9101074      3449523.2    
      9050   5474.6831      4.0183397      0              4.7204694      3424389.1    
      9100   4386.8502      4.1657645      0              4.7283793      3467901.5    
      9150   5178.8911      4.5047396      0              5.1689339      3562148.3    
      9200   5178.8643      4.311049       0              4.9752399      3510086.9    
      9250   4933.3891      4.2277773      0              4.860486       3475080.7    
      9300   6196.4393      4.5983305      0              5.3930257      3580493.5    
      9350   5737.2643      4.2101232      0              4.945929       3475422.8    
      9400   6147.9826      4.5496957      0              5.3381763      3556415      
      9450   5568.1752      4.6398094      0              5.3539295      3587897.1    
      9500   6004.8073      4.8814755      0              5.6515939      3653174.3    
      9550   6108.4871      4.557734       0              5.3411493      3570724.8    
      9600   6656.8854      4.5532217      0              5.4069693      3577797.2    
      9650   6618.3808      4.5080337      0              5.356843       3554820.3    
      9700   7656.9168      5.0230834      0              6.0050853      3706546.7    
      9750   8175.626       4.808104       0              5.8566305      3643902.8    
      9800   7748.7412      4.7320406      0              5.725819       3623287.9    
      9850   7306.3944      5.3267914      0              6.2638387      3776315.3    
      9900   6701.5215      4.6613952      0              5.5208674      3606313.4    
      9950   5373.9769      4.8669653      0              5.5561794      3636234.5    
     10000   7722.8854      4.9840475      0              5.9745099      3692347.8    
     10050   6367.9615      5.4548414      0              6.2715344      3798687.6    
     10100   6595.9882      5.3995623      0              6.2454997      3801678.2    
     10150   6540.2033      5.1023383      0              5.9411213      3720251.6    
     10200   5890.1459      5.5128278      0              6.2682407      3840989.7    
     10250   5785.7035      5.681898       0              6.4239162      3874648.9    
     10300   5672.8827      4.590258       0              5.3178069      3594438.7    
     10350   4973.8926      4.6609602      0              5.2988634      3613208      
     10400   5155.618       5.1364773      0              5.7976869      3717734.7    
     10450   5433.0947      4.9355661      0              5.6323621      3678731.2    
     10500   6091.1895      5.8349799      0              6.6161768      3914042.7    
     10550   6042.6926      6.1513464      0              6.9263235      3960855      
     10600   5959.3135      5.9230112      0              6.6872949      3903630.7    
     10650   6169.5791      5.9465404      0              6.7377908      3909452.9    
     10700   6493.4879      6.6542977      0              7.4870894      4112878.2    
     10750   6348.2576      6.1638337      0              6.9779996      3989327.4    
     10800   5771.924       5.9081187      0              6.6483697      3925797.7    
     10850   6112.6526      4.6565817      0              5.4405312      3609471.1    
     10900   6874.225       6.3925401      0              7.2741615      4031264.4    
     10950   8157.8846      5.9589545      0              7.0052057      3954022.9    
     11000   6167.3084      5.6575413      0              6.4485004      3868440.3    
     11050   5656.9114      6.4256647      0              7.1511653      4041690.6    
     11100   7124.0759      6.0173195      0              6.9309844      3949304.3    
     11150   6720.5853      5.709278       0              6.5711951      3878537      
     11200   6684.3178      5.8414152      0              6.698681       3904238.5    
     11250   5996.6926      6.9589589      0              7.7280365      4200602.1    
     11300   6201.628       7.3630609      0              8.1584216      4299258.6    
     11350   6332.715       6.1766776      0              6.9888502      4000063      
     11400   6290.7865      6.04738        0              6.8541753      3968463      
     11450   5552.1162      5.6835331      0              6.3955936      3864609.6    
     11500   5785.3437      6.8333005      0              7.5752725      4144434.7    
     11550   4848.3047      6.3339588      0              6.9557553      4029752.2    
     11600   6436.9086      6.5719275      0              7.397463       4085465.4    
     11650   7080.3608      7.0240118      0              7.9320702      4207696.7    
     11700   6745.3452      6.7549581      0              7.6200506      4141347.2    
     11750   5480.9156      6.4323526      0              7.1352816      4056276.9    
     11800   6225.0895      6.2236448      0              7.0220144      4009935.3    
     11850   6181.394       6.9431588      0              7.7359245      4194432      
     11900   6404.9004      7.1701817      0              7.9916121      4255928.9    
     11950   6032.4632      6.7130704      0              7.4867356      4146071.9    
     12000   6263.5596      6.9062815      0              7.7095849      4191086.2    
     12050   6347.2214      6.3793317      0              7.1933647      4052942.2    
     12100   6685.1489      7.1255778      0              7.9829501      4263638.5    
     12150   6249.823       6.4828539      0              7.2843956      4100223.1    
     12200   7050.0341      7.2928897      0              8.1970587      4294673.4    
     12250   6161.3325      7.1033927      0              7.8935855      4229160.9    
     12300   5773.7011      7.7121665      0              8.4526454      4368253.2    
     12350   6285.6006      6.4560117      0              7.2621419      4086320.8    
     12400   5774.8337      6.8611556      0              7.6017797      4170082.1    
     12450   5568.856       6.7163194      0              7.4305268      4144541.9    
     12500   7430.5414      6.4242825      0              7.3772517      4093355.2    
     12550   7016.5748      6.9029158      0              7.8027937      4184329.5    
     12600   9800.3943      6.6528677      0              7.9097713      4135805.6    
     12650   8533.1483      7.3339643      0              8.4283431      4319793.1    
     12700   7374.7649      7.1552996      0              8.1011154      4253620.5    
     12750   7460.7094      6.934506       0              7.8913442      4213645.5    
     12800   7168.8029      7.9972437      0              8.9166448      4462951.5    
     12850   6665.2775      7.1746654      0              8.0294892      4258477.4    
     12900   6767.5937      7.870267       0              8.7382129      4436001.4    
     12950   7214.4917      7.9820166      0              8.9072774      4447430.1    
     13000   6128.4186      6.7779411      0              7.5639127      4145973.6    
     13050   6578.9774      8.1314592      0              8.975215       4490939.4    
     13100   7272.6236      7.7229069      0              8.6556231      4390906.1    
     13150   6094.1594      7.5117282      0              8.293306       4327740.2    
     13200   6872.2568      6.7773014      0              7.6586704      4161865.5    
     13250   8030.1479      6.9632507      0              7.9931196      4224635.5    
     13300   8725.2376      6.9329247      0              8.0519391      4214688.6    
     13350   7745.8828      7.4559606      0              8.4493724      4326616.4    
     13400   7833.7281      7.7464965      0              8.7511745      4408350.3    
     13450   6591.7856      8.0978215      0              8.94322        4488644.6    
     13500   7608.2157      9.0107519      0              9.9865078      4734272.1    
     13550   7530.1615      7.2065686      0              8.1723141      4272614.1    
     13600   6985.4503      8.6798159      0              9.575702       4621663.8    
     13650   6161.1713      7.3439889      0              8.134161       4317315.8    
     13700   8452.7729      7.1332199      0              8.2172905      4276197.9    
     13750   7730.2463      7.1483459      0              8.1397523      4283791.4    
     13800   6198.1795      8.035704       0              8.8306224      4494695.8    
     13850   6243.6162      8.0233765      0              8.8241222      4465942.1    
     13900   6026.307       8.8171025      0              9.5899782      4677050      
     13950   5586.5693      7.7112672      0              8.4277464      4388500.3    
     14000   6223.9553      7.0180374      0              7.8162615      4240568.7    
     14050   6891.9723      7.8698781      0              8.7537756      4426218.4    
     14100   6703.2375      7.8250074      0              8.6846996      4396637      
     14150   7332.0793      7.6736977      0              8.6140391      4398140.6    
     14200   7269.2595      7.1685805      0              8.1008652      4271205.7    
     14250   7381.4817      7.1912293      0              8.1379066      4286558.3    
     14300   6544.0888      7.516856       0              8.3561374      4342188.2    
     14350   6167.7142      8.2996447      0              9.0906559      4506823      
     14400   6120.1729      7.4818595      0              8.2667735      4331537.9    
     14450   5893.8032      7.7049986      0              8.4608806      4381700.9    
     14500   5340.6294      7.5726099      0              8.2575472      4355926      
     14550   7611.0287      7.2416379      0              8.2177546      4300750.6    
     14600   6380.1715      7.9302461      0              8.748505       4458859.3    
     14650   8809.0721      8.2700757      0              9.3998418      4561567.2    
     14700   6738.7946      7.9064416      0              8.770694       4451652.9    
     14750   6453.1923      7.6870903      0              8.5147141      4404918.5    
     14800   7332.75        8.3532914      0              9.2937188      4545429.7    
     14850   8318.3238      8.1959637      0              9.2627912      4522709      
     14900   6903.4151      7.6702064      0              8.5555715      4384330.3    
     14950   7413.3557      7.8123735      0              8.7631386      4445207.6    
     15000   6558.4424      8.4612263      0              9.3023485      4586525.9    
     15050   6069.4754      7.7396259      0              8.518038       4414461.8    
     15100   8444.2409      8.2520522      0              9.3350287      4556342.1    
     15150   6427.2388      7.8172065      0              8.6415018      4407905.1    
     15200   6288.7913      7.8427076      0              8.6492469      4427249.6    
     15250   6472.3816      8.546469       0              9.3765539      4602311      
     15300   6745.1414      8.1037633      0              8.9688297      4494359      
     15350   6936.9055      8.6202934      0              9.5099536      4644687      
     15400   6492.1275      8.4537167      0              9.286334       4590003.7    
     15450   5990.9232      7.9731966      0              8.7415343      4441268.7    
     15500   6553.0367      8.007414       0              8.8478429      4470870      
     15550   6441.5458      8.5371084      0              9.3632386      4610048.5    
     15600   6682.5061      8.3523301      0              9.2093635      4563902.3    
     15650   5844.5319      8.2355745      0              8.9851375      4529041.2    
     15700   7150.7912      8.3220334      0              9.2391246      4549672.2    
     15750   7130.6839      7.3573321      0              8.2718444      4317184.3    
     15800   7547.818       8.3350228      0              9.3030328      4560199.2    
     15850   6982.9507      8.643641       0              9.5392065      4624573.1    
     15900   10017.339      8.0760288      0              9.3607555      4489369.5    
     15950   8816.1404      8.502294       0              9.6329667      4603437.9    
     16000   8281.7286      7.8210582      0              8.8831924      4426035.6    
     16050   7162.7683      8.683045       0              9.6016722      4646148.7    
     16100   7853.4097      8.4809464      0              9.4881485      4598181.4    
     16150   8016.1356      9.5155007      0              10.543573      4872143.8    
     16200   7289.189       8.9567176      0              9.8915582      4712768.4    
     16250   8103.8964      8.0142435      0              9.0535707      4493081.9    
     16300   6524.4197      8.5854218      0              9.4221806      4636096.2    
     16350   8140.8965      9.684439       0              10.728511      4893685.3    
     16400   9082.6151      9.9063171      0              11.071165      4970576.5    
     16450   8745.1336      9.0266088      0              10.148175      4741848.5    
     16500   8444.9503      8.6749647      0              9.7580321      4657397.1    
     16550   8021.2283      7.9490316      0              8.9777565      4470832.2    
     16600   7411.9793      8.2356578      0              9.1862463      4549003.1    
     16650   8476.7951      9.2847511      0              10.371903      4813555      
     16700   7738.6499      8.9629908      0              9.955475       4712633      
     16750   8067.5662      8.9238078      0              9.9584756      4718491.2    
     16800   7387.8179      9.3707785      0              10.318268      4817813      
     16850   7191.6731      7.7872643      0              8.7095985      4435373.8    
     16900   6635.6377      7.9477111      0              8.7987337      4477089.8    
     16950   7923.7649      8.3765642      0              9.3927894      4588456.7    
     17000   7473.446       8.8105315      0              9.7690032      4700702      
     17050   8552.9756      8.8394742      0              9.9363959      4702973.1    
     17100   7600.1769      8.9462018      0              9.9209268      4707897.3    
     17150   7812.4762      8.5492862      0              9.5512386      4630033.3    
     17200   6706.4136      8.4477939      0              9.3078935      4577374.3    
     17250   8974.7449      8.7165907      0              9.8676045      4672517.4    
     17300   7164.094       9.252043       0              10.17084       4791729.8    
     17350   6555.621       9.1179556      0              9.9587159      4747556.5    
     17400   6373.3124      8.5320226      0              9.3494019      4608705.3    
     17450   6780.2797      8.8886823      0              9.7582553      4719569.5    
     17500   7016.5148      7.8782538      0              8.778124       4458288.6    
     17550   6856.2269      8.4355298      0              9.3148429      4602960.2    
     17600   9491.4056      8.9421728      0              10.159448      4736578.1    
     17650   8276.4754      8.3892954      0              9.4507559      4602418.2    
     17700   7644.1158      8.1737621      0              9.1541222      4544938.6    
     17750   7360.2963      8.6835252      0              9.6274854      4656487.7    
     17800   8195.9713      8.9220996      0              9.9732354      4755147.3    
     17850   6410.3336      8.9648649      0              9.7869921      4725423.8    
     17900   7445.6976      9.5270443      0              10.481957      4879822.7    
     17950   7345.0095      10.425732      0              11.367731      5084097.7    
     18000   7663.3041      8.753445       0              9.7362661      4692915.3    
     18050   7704.8487      10.109885      0              11.098034      5037255.7    
     18100   6521.3152      9.9661382      0              10.802499      4979295.3    
     18150   6269.2452      9.9058614      0              10.709894      4960114.4    
     18200   7113.6871      9.9146213      0              10.826954      4981369.7    
     18250   6460.4798      9.3583297      0              10.186888      4838482.2    
     18300   7041.9849      8.9516565      0              9.8547932      4733503.1    
     18350   8343.4938      9.242147       0              10.312203      4817282.4    
     18400   8214.7854      8.8779855      0              9.9315342      4730626.6    
     18450   7120.5616      9.3847965      0              10.298011      4850967.5    
     18500   7956.3388      9.5978105      0              10.618213      4896463.9    
     18550   7890.6957      9.5160506      0              10.528035      4872662.7    
     18600   7584.1341      9.7186241      0              10.691292      4923123.1    
     18650   6690.4668      9.2949866      0              10.153041      4802134.8    
     18700   8407.9538      9.524496       0              10.602819      4915715.1    
     18750   7512.7855      9.7873779      0              10.750895      4940006.8    
     18800   8163.953       9.572866       0              10.619895      4900262.7    
     18850   8299.4112      8.7235734      0              9.7879754      4689428.1    
     18900   9032.9654      9.37118        0              10.529661      4864688.9    
     18950   8188.4764      8.8419013      0              9.8920758      4717370.5    
     19000   6701.8963      9.2634195      0              10.12294       4816901.4    
     19050   8208.8119      9.3127308      0              10.365513      4823835.6    
     19100   9675.6287      8.9919497      0              10.232852      4760901.2    
     19150   8676.1863      9.6546464      0              10.76737       4922923.4    
     19200   8008.9264      9.7647315      0              10.791879      4951724.7    
     19250   7660.5195      9.3085619      0              10.291026      4827983.9    
     19300   6737.9278      10.067941      0              10.932082      5010222.8    
     19350   6846.0479      9.4029505      0              10.280958      4861880.9    
     19400   7386.0607      9.8801123      0              10.827377      4982127.4    
     19450   9652.8001      11.175618      0              12.413592      5297353.4    
     19500   8343.6266      9.1657816      0              10.235854      4813002.1    
     19550   8852.0969      11.082238      0              12.217522      5284918.8    
     19600   7543.4333      10.472875      0              11.440322      5134641.9    
     19650   7869.0384      10.373077      0              11.382283      5112023.1    
     19700   7131.5136      10.111971      0              11.026589      5035879.3    
     19750   7805.2535      9.7846901      0              10.785716      4972993.3    
     19800   8807.5614      10.518356      0              11.647928      5149490.7    
     19850   8869.3837      9.7330192      0              10.87052       4969473.1    
     19900   7908.3183      9.5984434      0              10.612688      4906661.3    
     19950   9166.8236      9.7794041      0              10.955052      4969283.3    
     20000   8278.4557      10.184532      0              11.246246      5071225.2    
Loop time of 127.238 on 3072 procs for 20000 steps with 128 atoms

Performance: 6.790 ns/day, 3.534 hours/ns, 157.186 timesteps/s, 20.120 katom-step/s
100.0% CPU use with 3072 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
