Start time: 1724889563
Point-to-point pairwise experiments for nodes cluster-256-hpc-7 cluster-256-hpc-64
# OSU MPI Latency Test v5.8
# Size          Latency (us)
32768                   6.81
65536                   8.79
131072                 13.48
262144                 17.24
524288                 27.87
1048576                50.32
2097152                91.87
4194304               176.99
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.96
2                       8.09
4                      16.19
8                      32.45
16                     65.45
32                    123.70
64                    248.74
128                   492.64
256                   956.87
512                  1758.82
1024                 3362.17
2048                 6003.10
4096                 9044.00
8192                13586.43
16384               18800.68
32768               21483.64
65536               23356.68
131072              23895.33
262144              24352.73
524288              24481.85
1048576             24610.56
2097152             24652.35
4194304             24672.57
Point-to-point pairwise experiments for nodes cluster-256-hpc-7 cluster-256-hpc-48
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.57
2                       1.57
4                       1.57
8                       1.57
16                      1.57
32                      1.74
64                      1.78
128                     1.83
256                     2.34
512                     2.45
1024                    2.57
2048                    2.77
4096                    3.48
8192                    4.00
16384                   5.31
32768                   6.78
65536                   8.88
131072                 13.59
262144                 17.21
524288                 27.85
1048576                49.85
2097152                92.43
4194304               176.74
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.06
2                       7.78
4                      16.20
8                      32.21
16                     63.79
32                    128.82
64                    238.96
128                   489.27
256                   934.12
512                  1786.11
1024                 3357.60
2048                 6000.25
4096                 9201.36
8192                13800.47
16384               18977.70
32768               21934.60
65536               23315.28
131072              23895.94
262144              24351.28
524288              24516.56
1048576             24611.23
2097152             24652.44
4194304             24580.97
Point-to-point pairwise experiments for nodes cluster-256-hpc-7 cluster-256-hpc-41
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.56
2                       1.56
4                       1.56
8                       1.56
16                      1.57
32                      1.73
64                      1.78
128                     1.81
256                     2.32
512                     2.48
1024                    2.60
2048                    2.73
4096                    3.48
8192                    4.01
16384                   5.31
32768                   6.81
65536                   8.80
131072                 13.62
262144                 17.19
524288                 28.00
1048576                50.08
2097152                92.35
4194304               177.68
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.00
2                       8.09
4                      15.59
8                      32.54
16                     64.78
32                    129.45
64                    245.07
128                   493.16
256                   935.78
512                  1731.10
1024                 3319.90
2048                 6024.17
4096                 9124.36
8192                13627.11
16384               18994.75
32768               21390.77
65536               23038.97
131072              24007.15
262144              24352.74
524288              24524.05
1048576             24593.47
2097152             24651.50
4194304             24672.36
Point-to-point pairwise experiments for nodes cluster-256-hpc-64 cluster-256-hpc-13
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.56
4                       1.56
8                       1.56
16                      1.57
32                      1.73
64                      1.77
128                     1.82
256                     2.32
512                     2.46
1024                    2.65
2048                    2.74
4096                    3.48
8192                    4.00
16384                   5.29
32768                   6.91
65536                   9.17
131072                 14.03
262144                 17.12
524288                 27.75
1048576                49.32
2097152                92.49
4194304               176.68
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.88
2                       7.82
4                      15.14
8                      31.44
16                     62.58
32                    125.05
64                    244.26
128                   485.78
256                   927.72
512                  1769.72
1024                 3313.15
2048                 5980.58
4096                 9040.94
8192                13652.15
16384               19103.92
32768               21832.96
65536               23374.87
131072              24019.15
262144              24353.82
524288              24531.87
1048576             24612.20
2097152             24653.47
4194304             24673.53
Point-to-point pairwise experiments for nodes cluster-256-hpc-64 cluster-256-hpc-57
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.57
2                       1.56
4                       1.57
8                       1.60
16                      1.57
32                      1.73
64                      1.77
128                     1.83
256                     2.33
512                     2.43
1024                    2.60
2048                    2.78
4096                    3.46
8192                    4.00
16384                   5.29
32768                   6.73
65536                   8.84
131072                 13.66
262144                 17.14
524288                 27.82
1048576                49.36
2097152                92.62
4194304               177.35
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.08
2                       8.03
4                      16.37
8                      32.26
16                     64.96
32                    128.32
64                    247.13
128                   490.05
256                   936.89
512                  1744.76
1024                 3298.21
2048                 6028.49
4096                 9108.47
8192                13626.90
16384               19144.45
32768               21859.77
65536               23386.01
131072              24013.93
262144              24355.30
524288              24530.41
1048576             24611.58
2097152             24653.60
4194304             24641.30
Point-to-point pairwise experiments for nodes cluster-256-hpc-64 cluster-256-hpc-37
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.55
4                       1.56
8                       1.55
16                      1.56
32                      1.72
64                      1.76
128                     1.79
256                     2.32
512                     2.44
1024                    2.61
2048                    2.72
4096                    3.45
8192                    3.98
16384                   5.26
32768                   6.84
65536                   9.19
131072                 14.09
262144                 17.14
524288                 27.84
1048576                49.51
2097152                92.93
4194304               177.20
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.03
2                       7.79
4                      16.16
8                      32.64
16                     64.44
32                    129.14
64                    243.42
128                   490.34
256                   932.92
512                  1766.44
1024                 3294.72
2048                 5922.06
4096                 9031.16
8192                13496.10
16384               19121.72
32768               21892.34
65536               23378.58
131072              23988.47
262144              24166.93
524288              24367.89
1048576             24511.64
2097152             24529.30
4194304             24589.11
Point-to-point pairwise experiments for nodes cluster-256-hpc-64 cluster-256-hpc-53
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.55
1                       1.55
2                       1.55
4                       1.55
8                       1.55
16                      1.56
32                      1.72
64                      1.76
128                     1.81
256                     2.32
512                     2.43
1024                    2.64
2048                    2.73
4096                    3.46
8192                    3.98
16384                   5.25
32768                   6.75
65536                   9.00
131072                 13.78
262144                 17.18
524288                 27.80
1048576                49.28
2097152                92.45
4194304               176.79
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.05
2                       8.06
4                      15.97
8                      32.58
16                     65.46
32                    126.89
64                    249.27
128                   487.61
256                   946.44
512                  1769.00
1024                 3390.38
2048                 6049.03
4096                 9102.68
8192                13688.64
16384               19096.23
32768               21875.67
65536               23376.29
131072              23666.73
262144              24303.48
524288              24531.37
1048576             24612.31
2097152             24653.11
4194304             24672.99
Point-to-point pairwise experiments for nodes cluster-256-hpc-64 cluster-256-hpc-48
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.55
2                       1.55
4                       1.55
8                       1.55
16                      1.56
32                      1.72
64                      1.76
128                     1.81
256                     2.32
512                     2.40
1024                    2.56
2048                    2.73
4096                    3.43
8192                    3.97
16384                   5.26
32768                   6.88
65536                   9.25
131072                 14.12
262144                 17.01
524288                 27.73
1048576                49.30
2097152                92.69
4194304               176.70
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.07
2                       8.06
4                      16.43
8                      32.72
16                     65.70
32                    129.04
64                    247.09
128                   492.45
256                   941.41
512                  1800.98
1024                 3327.67
2048                 5999.40
4096                 9160.13
8192                13636.49
16384               19093.80
32768               21309.96
65536               23373.92
131072              24032.63
262144              24357.90
524288              24526.27
1048576             24612.29
2097152             24652.55
4194304             24672.77
Point-to-point pairwise experiments for nodes cluster-256-hpc-64 cluster-256-hpc-41
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.55
1                       1.54
2                       1.54
4                       1.54
8                       1.54
16                      1.55
32                      1.69
64                      1.75
128                     1.81
256                     2.32
512                     2.42
1024                    2.55
2048                    2.76
4096                    3.46
8192                    3.98
16384                   5.29
32768                   6.79
65536                   9.12
131072                 13.99
262144                 17.07
524288                 27.78
1048576                49.35
2097152                93.60
4194304               177.55
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.07
2                       8.23
4                      16.16
8                      32.73
16                     65.13
32                    127.28
64                    247.95
128                   492.38
256                   955.69
512                  1772.17
1024                 3375.40
2048                 6006.77
4096                 9123.20
8192                13564.05
16384               18749.41
32768               21791.26
65536               23162.69
131072              24013.68
262144              24136.87
524288              24384.07
1048576             24436.61
2097152             24504.08
4194304             24565.75
Point-to-point pairwise experiments for nodes cluster-256-hpc-13 cluster-256-hpc-57
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.58
1                       1.58
2                       1.58
4                       1.58
8                       1.58
16                      1.59
32                      1.76
64                      1.80
128                     1.84
256                     2.35
512                     2.46
1024                    2.58
2048                    2.86
4096                    3.48
8192                    4.00
16384                   5.30
32768                   6.90
65536                   9.05
131072                 13.94
262144                 17.18
524288                 27.85
1048576                49.43
2097152                92.50
4194304               176.96
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.80
2                       7.86
4                      15.52
8                      31.41
16                     62.87
32                    124.14
64                    245.58
128                   481.80
256                   919.49
512                  1678.83
1024                 3260.47
2048                 5935.23
4096                 8709.16
8192                13356.81
16384               18726.83
32768               21715.34
65536               23313.16
131072              23998.98
262144              24349.57
524288              24525.16
1048576             24611.37
2097152             24651.37
4194304             24671.98
Point-to-point pairwise experiments for nodes cluster-256-hpc-13 cluster-256-hpc-37
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.59
1                       1.58
2                       1.58
4                       1.58
8                       1.58
16                      1.58
32                      1.74
64                      1.79
128                     1.84
256                     2.35
512                     2.45
1024                    2.67
2048                    2.76
4096                    3.48
8192                    4.01
16384                   5.31
32768                   6.63
65536                   8.89
131072                 13.60
262144                 17.17
524288                 27.83
1048576                49.49
2097152                92.59
4194304               177.23
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.85
2                       7.82
4                      15.04
8                      31.36
16                     61.88
32                    124.28
64                    244.20
128                   485.20
256                   915.68
512                  1689.84
1024                 3257.69
2048                 5921.90
4096                 9124.45
8192                13692.93
16384               18984.37
32768               21797.18
65536               23353.40
131072              24011.60
262144              24351.60
524288              24524.93
1048576             24610.49
2097152             24496.83
4194304             24450.11
Point-to-point pairwise experiments for nodes cluster-256-hpc-13 cluster-256-hpc-53
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.59
1                       1.57
2                       1.58
4                       1.58
8                       1.58
16                      1.59
32                      1.74
64                      1.78
128                     1.83
256                     2.34
512                     2.46
1024                    2.61
2048                    2.83
4096                    3.49
8192                    4.01
16384                   5.31
32768                   6.92
65536                   9.21
131072                 14.09
262144                 17.16
524288                 27.81
1048576                49.31
2097152                92.42
4194304               176.73
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.94
2                       7.86
4                      15.66
8                      31.61
16                     62.73
32                    124.94
64                    245.70
128                   490.78
256                   917.80
512                  1729.28
1024                 3274.46
2048                 5950.49
4096                 8974.06
8192                13599.46
16384               18854.31
32768               21324.15
65536               23351.45
131072              23994.05
262144              24354.29
524288              24526.02
1048576             24611.56
2097152             24652.27
4194304             24671.36
Point-to-point pairwise experiments for nodes cluster-256-hpc-13 cluster-256-hpc-48
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.58
1                       1.57
2                       1.57
4                       1.58
8                       1.58
16                      1.58
32                      1.75
64                      1.77
128                     1.81
256                     2.34
512                     2.43
1024                    2.65
2048                    2.75
4096                    3.46
8192                    3.98
16384                   5.30
32768                   6.77
65536                   8.85
131072                 13.67
262144                 17.16
524288                 27.84
1048576                49.39
2097152                92.79
4194304               177.10
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.08
2                       7.81
4                      16.31
8                      32.43
16                     65.26
32                    127.64
64                    248.37
128                   490.81
256                   941.09
512                  1760.25
1024                 3382.91
2048                 6028.27
4096                 9153.64
8192                13781.35
16384               19008.39
32768               21669.19
65536               23376.51
131072              24013.67
262144              24349.92
524288              24527.95
1048576             24611.14
2097152             24651.90
4194304             24671.79
Point-to-point pairwise experiments for nodes cluster-256-hpc-13 cluster-256-hpc-41
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.56
2                       1.56
4                       1.57
8                       1.56
16                      1.57
32                      1.72
64                      1.78
128                     1.80
256                     2.33
512                     2.42
1024                    2.61
2048                    2.80
4096                    3.48
8192                    3.99
16384                   5.30
32768                   6.73
65536                   8.83
131072                 13.61
262144                 17.23
524288                 27.90
1048576                49.36
2097152                92.68
4194304               176.95
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.99
2                       7.94
4                      16.17
8                      32.24
16                     64.74
32                    128.45
64                    245.65
128                   489.41
256                   940.21
512                  1742.75
1024                 3374.69
2048                 6011.78
4096                 9068.92
8192                13667.46
16384               18851.11
32768               21821.64
65536               23344.99
131072              24015.51
262144              24352.01
524288              24528.28
1048576             24611.73
2097152             24651.70
4194304             24673.28
Point-to-point pairwise experiments for nodes cluster-256-hpc-57 cluster-256-hpc-37
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.58
1                       1.57
2                       1.57
4                       1.58
8                       1.58
16                      1.58
32                      1.74
64                      1.79
128                     1.83
256                     2.33
512                     2.45
1024                    2.67
2048                    2.76
4096                    3.48
8192                    3.99
16384                   5.28
32768                   6.76
65536                   8.78
131072                 13.61
262144                 17.28
524288                 27.96
1048576                49.41
2097152                92.57
4194304               177.20
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.87
2                       7.86
4                      15.56
8                      31.03
16                     62.29
32                    124.47
64                    244.64
128                   488.05
256                   897.32
512                  1723.90
1024                 3322.24
2048                 5942.52
4096                 9039.59
8192                13577.12
16384               18888.24
32768               21787.39
65536               22917.90
131072              23809.75
262144              24097.07
524288              24359.57
1048576             24412.65
2097152             24446.87
4194304             24506.56
Point-to-point pairwise experiments for nodes cluster-256-hpc-57 cluster-256-hpc-53
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.57
2                       1.57
4                       1.58
8                       1.58
16                      1.58
32                      1.75
64                      1.79
128                     1.83
256                     2.34
512                     2.46
1024                    2.65
2048                    2.74
4096                    3.46
8192                    3.98
16384                   5.29
32768                   6.92
65536                   9.29
131072                 14.12
262144                 17.23
524288                 27.88
1048576                49.94
2097152                92.48
4194304               177.71
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.07
2                       7.97
4                      15.83
8                      31.51
16                     64.48
32                    126.44
64                    245.60
128                   487.57
256                   928.95
512                  1703.88
1024                 3315.88
2048                 5926.36
4096                 9105.92
8192                13617.31
16384               18965.86
32768               21427.20
65536               23150.95
131072              23887.97
262144              24353.17
524288              24526.81
1048576             24610.32
2097152             24651.21
4194304             24657.28
Point-to-point pairwise experiments for nodes cluster-256-hpc-57 cluster-256-hpc-48
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.57
2                       1.57
4                       1.58
8                       1.58
16                      1.58
32                      1.74
64                      1.78
128                     1.84
256                     2.34
512                     2.46
1024                    2.64
2048                    2.75
4096                    3.49
8192                    4.00
16384                   5.29
32768                   6.80
65536                   9.05
131072                 13.94
262144                 17.16
524288                 27.86
1048576                49.37
2097152                92.75
4194304               177.76
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.07
2                       7.96
4                      16.29
8                      32.02
16                     64.93
32                    127.92
64                    245.78
128                   492.01
256                   940.30
512                  1730.14
1024                 3321.65
2048                 5950.01
4096                 9118.11
8192                13660.98
16384               18966.10
32768               21703.31
65536               23305.48
131072              23881.32
262144              24350.45
524288              24517.52
1048576             24611.17
2097152             24651.15
4194304             24671.21
Point-to-point pairwise experiments for nodes cluster-256-hpc-57 cluster-256-hpc-41
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.56
4                       1.57
8                       1.57
16                      1.57
32                      1.72
64                      1.77
128                     1.82
256                     2.32
512                     2.45
1024                    2.63
2048                    2.73
4096                    3.47
8192                    4.00
16384                   5.32
32768                   6.86
65536                   9.19
131072                 14.04
262144                 17.43
524288                 28.13
1048576                49.61
2097152                94.25
4194304               178.05
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.02
2                       8.16
4                      16.40
8                      32.50
16                     65.68
32                    127.77
64                    250.30
128                   494.89
256                   942.17
512                  1769.27
1024                 3363.85
2048                 5991.27
4096                 9088.42
8192                13416.26
16384               18590.41
32768               21781.49
65536               23367.94
131072              23807.55
262144              23398.42
524288              23773.50
1048576             24173.25
2097152             24210.72
4194304             24229.38
Point-to-point pairwise experiments for nodes cluster-256-hpc-37 cluster-256-hpc-53
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.31
1                       1.31
2                       1.31
4                       1.31
8                       1.32
16                      1.32
32                      1.47
64                      1.51
128                     1.54
256                     2.04
512                     2.16
1024                    2.29
2048                    2.50
4096                    3.04
8192                    3.56
16384                   4.83
32768                   6.39
65536                   8.72
131072                 13.71
262144                 16.20
524288                 26.88
1048576                48.43
2097152                91.88
4194304               176.20
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.02
2                       7.94
4                      16.06
8                      31.48
16                     64.58
32                    127.90
64                    257.31
128                   509.47
256                   950.68
512                  1797.65
1024                 3412.22
2048                 6018.65
4096                 9397.51
8192                13978.66
16384               19121.34
32768               21736.64
65536               23329.89
131072              23914.99
262144              24186.34
524288              24409.86
1048576             24438.79
2097152             24456.58
4194304             24477.58
Point-to-point pairwise experiments for nodes cluster-256-hpc-37 cluster-256-hpc-48
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.56
2                       1.57
4                       1.57
8                       1.57
16                      1.57
32                      1.71
64                      1.78
128                     1.83
256                     2.33
512                     2.42
1024                    2.64
2048                    2.74
4096                    3.48
8192                    3.99
16384                   5.29
32768                   6.71
65536                   8.85
131072                 13.64
262144                 17.24
524288                 27.92
1048576                49.60
2097152                92.78
4194304               177.33
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.88
2                       7.87
4                      15.04
8                      31.65
16                     62.87
32                    124.58
64                    245.49
128                   488.18
256                   920.64
512                  1706.92
1024                 3272.31
2048                 5889.14
4096                 8943.17
8192                13506.25
16384               19074.82
32768               21591.22
65536               23352.89
131072              23818.05
262144              24246.49
524288              24429.75
1048576             24417.17
2097152             24458.85
4194304             24570.65
Point-to-point pairwise experiments for nodes cluster-256-hpc-37 cluster-256-hpc-41
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.55
1                       1.55
2                       1.55
4                       1.56
8                       1.55
16                      1.56
32                      1.70
64                      1.74
128                     1.78
256                     2.30
512                     2.41
1024                    2.58
2048                    2.79
4096                    3.49
8192                    4.01
16384                   5.29
32768                   6.93
65536                   9.09
131072                 14.02
262144                 17.19
524288                 27.82
1048576                49.44
2097152                92.94
4194304               177.29
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.08
2                       8.03
4                      16.18
8                      32.28
16                     64.64
32                    127.89
64                    243.95
128                   492.79
256                   945.06
512                  1770.63
1024                 3344.94
2048                 5974.75
4096                 9115.34
8192                13583.41
16384               19048.76
32768               21794.19
65536               23115.16
131072              24018.53
262144              24321.36
524288              24360.61
1048576             24475.87
2097152             24545.55
4194304             24542.28
Point-to-point pairwise experiments for nodes cluster-256-hpc-53 cluster-256-hpc-48
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.57
1                       1.56
2                       1.56
4                       1.57
8                       1.57
16                      1.57
32                      1.72
64                      1.77
128                     1.82
256                     2.33
512                     2.45
1024                    2.64
2048                    2.74
4096                    3.47
8192                    3.97
16384                   5.29
32768                   6.90
65536                   9.25
131072                 14.19
262144                 17.15
524288                 27.80
1048576                49.25
2097152                92.71
4194304               176.78
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.03
2                       8.08
4                      16.16
8                      32.44
16                     65.12
32                    128.13
64                    248.79
128                   495.39
256                   951.43
512                  1813.03
1024                 3422.77
2048                 6060.62
4096                 9073.50
8192                13647.51
16384               19029.66
32768               21892.63
65536               23322.10
131072              23992.07
262144              24349.67
524288              24505.80
1048576             24560.65
2097152             24633.56
4194304             24645.41
Point-to-point pairwise experiments for nodes cluster-256-hpc-53 cluster-256-hpc-41
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.55
1                       1.55
2                       1.55
4                       1.56
8                       1.56
16                      1.56
32                      1.71
64                      1.75
128                     1.81
256                     2.32
512                     2.42
1024                    2.67
2048                    2.73
4096                    3.47
8192                    3.98
16384                   5.28
32768                   6.77
65536                   9.17
131072                 13.97
262144                 17.19
524288                 27.86
1048576                49.85
2097152                92.11
4194304               177.20
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       4.04
2                       8.06
4                      16.32
8                      32.13
16                     65.23
32                    127.40
64                    247.27
128                   493.73
256                   939.88
512                  1795.89
1024                 3396.11
2048                 5966.78
4096                 9062.97
8192                13473.35
16384               19111.01
32768               21861.10
65536               23182.91
131072              23817.98
262144              24159.25
524288              24424.22
1048576             24454.81
2097152             24525.05
4194304             24476.61
Point-to-point pairwise experiments for nodes cluster-256-hpc-48 cluster-256-hpc-41
# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.56
1                       1.56
2                       1.56
4                       1.56
8                       1.56
16                      1.57
32                      1.70
64                      1.76
128                     1.81
256                     2.30
512                     2.40
1024                    2.63
2048                    2.74
4096                    3.47
8192                    4.00
16384                   5.35
32768                   6.91
65536                   9.07
131072                 13.95
262144                 17.20
524288                 27.85
1048576                49.40
2097152                92.91
4194304               176.82
# OSU MPI Bandwidth Test v5.8
# Size      Bandwidth (MB/s)
1                       3.99
2                       8.11
4                      16.06
8                      31.90
16                     64.88
32                    128.16
64                    249.00
128                   492.80
256                   950.63
512                  1760.82
1024                 3378.24
2048                 6031.76
4096                 9100.39
8192                13625.93
16384               19023.81
32768               21380.88
65536               23186.16
131072              23713.62
262144              24299.77
524288              24308.32
1048576             24461.57
2097152             24501.26
4194304             24580.52
Allreduce iteration 1

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                    1065.64
8                    1207.20
16                   1155.14
32                   1168.64
64                   1033.73
128                  1136.42
256                  1081.56
512                  1131.81
1024                 1020.03
2048                 1125.15
4096                 1297.19
8192                 1998.39
16384                2110.09
32768                2329.02
65536                1939.27
131072               2282.28
262144               2450.92
524288              51415.80
1048576             52066.21
Allreduce iteration 2

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                    1133.84
8                    1033.32
16                   1083.81
32                   1012.72
64                   1097.08
128                   989.31
256                  1141.71
512                  1031.67
1024                 1174.59
2048                 1025.80
4096                 1277.81
8192                 2099.16
16384                2031.47
32768                2420.16
65536                2230.43
131072               2263.18
262144               2710.38
524288              51847.29
1048576             52477.05
Allreduce iteration 3

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                    1087.48
8                    1011.66
16                   1127.24
32                   1002.23
64                   1068.08
128                  1012.07
256                  1093.59
512                  1049.85
1024                 1168.09
2048                 1015.54
4096                 1226.76
8192                 2457.60
16384                2029.27
32768                2166.90
65536                2398.58
131072               2449.22
262144               2669.97
524288              51700.59
1048576             52211.46
Allreduce iteration 4

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                    1137.06
8                    1040.03
16                   1120.16
32                   1131.74
64                   1089.49
128                   993.51
256                  1152.13
512                  1151.71
1024                 1248.82
2048                 1021.67
4096                 1239.33
8192                 2453.84
16384                2151.11
32768                2681.18
65536                2598.91
131072               2371.50
262144               3025.74
