LAMMPS (17 Apr 2024 - Development - a8687b5)
KOKKOS mode with Kokkos version 4.3.1 is enabled (src/KOKKOS/kokkos.cpp:72)
  using 1 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 3.1803 3.1803 3.1803
Created orthogonal box = (0 0 0) to (12.7212 12.7212 12.7212)
  14 by 16 by 16 MPI processor grid
Created 128 atoms
  using lattice units in orthogonal box = (0 0 0) to (12.7212 12.7212 12.7212)
  create_atoms CPU = 0.119 seconds
SNAP Element = W, Radius 0.5, Weight 1
SNAP keyword rcutfac 4.87644
SNAP keyword twojmax 8
SNAP keyword rfac0 0.99363
SNAP keyword rmin0 0
SNAP keyword bzeroflag 1
SNAP keyword quadraticflag 0
Displacing atoms ...
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 4.87644
  ghost atom cutoff = 4.87644
  binsize = 2.43822, bins = 6 6 6
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair zbl, perpetual
      attributes: half, newton on, kokkos_device, cut 4.8
      pair build: half/bin/newton/kk/device
      stencil: half/bin/3d
      bin: kk/device
  (2) pair snap, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 2.568 | 2.668 | 5.31 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
      8850   8164.8132      15.898145      0              16.945285      6453014.1    
      8900   7136.3059      15.584275      0              16.499508      6350502.1    
      8950   8538.0956      16.632955      0              17.727968      6609675.2    
      9000   8318.7675      15.947664      0              17.014549      6472104.7    
      9050   8212.1979      15.74559       0              16.798807      6371508.2    
      9100   7741.1299      16.36913       0              17.361932      6568223.3    
      9150   7562.8916      15.668574      0              16.638517      6385968.9    
      9200   8421.5015      16.674932      0              17.754992      6661361.1    
      9250   8517.4229      16.292471      0              17.384833      6547127.5    
      9300   8487.6893      16.113515      0              17.202063      6505822.4    
      9350   9994.1417      16.865625      0              18.147377      6650262.8    
      9400   8476.9208      16.258849      0              17.346016      6533502.8    
      9450   7415.5053      16.118836      0              17.069877      6495784.3    
      9500   7505.9236      15.655155      0              16.617792      6374267.6    
      9550   6787.892       17.275745      0              18.146294      6772638.3    
      9600   7317.8298      18.186877      0              19.125391      7015419.5    
      9650   7920.2988      18.002904      0              19.018685      6971520.6    
      9700   8028.9216      18.431477      0              19.461189      7108505.9    
      9750   8413.0365      19.915627      0              20.994602      7452649.5    
      9800   7808.9631      18.55651       0              19.558012      7137307.2    
      9850   9401.499       21.025799      0              22.231544      7732144.9    
      9900   8013.0096      20.601129      0              21.6288        7654741.2    
      9950   10615.346      21.848691      0              23.210113      7990799.2    
     10000   10853.819      21.645204      0              23.03721       7934449.7    
     10050   9013.0996      20.216606      0              21.372539      7543763.4    
     10100   8421.4323      22.639773      0              23.719824      8206582.9    
     10150   9111.0097      24.457127      0              25.625617      8640604.1    
     10200   7049.8165      24.691062      0              25.595203      8718497      
     10250   8424.9239      24.689788      0              25.770287      8654278.1    
     10300   9486.0982      24.632592      0              25.849187      8720961.3    
     10350   10491.049      23.551387      0              24.896868      8432087.4    
     10400   8863.1595      23.184234      0              24.320937      8356284.1    
     10450   7797.0531      25.921829      0              26.921804      9017909      
     10500   8256.2204      24.341261      0              25.400124      8694246.9    
     10550   7606.2076      23.003635      0              23.979134      8348545.9    
     10600   5974.4442      24.711045      0              25.47727       8752239.3    
     10650   7241.9809      25.652366      0              26.581152      9002555.1    
     10700   8590.6915      22.572781      0              23.67454       8230154.3    
     10750   10374.384      24.248048      0              25.578566      8654268.7    
     10800   7941.4719      25.398864      0              26.41736       8935355.6    
     10850   8554.0865      23.795304      0              24.892368      8502325.8    
     10900   8956.7633      24.729368      0              25.878076      8795728.3    
     10950   8244.1527      25.42414       0              26.481455      8927863.9    
     11000   6564.8464      26.773711      0              27.615655      9262809.3    
     11050   10123.684      26.967517      0              28.265883      9296552      
     11100   12583.029      30.981017      0              32.594794      10436172     
     11150   8425.0255      30.52163       0              31.602143      10274548     
     11200   6486.5413      29.19019       0              30.022091      9934814.7    
     11250   5142.4924      30.941055      0              31.600581      10414583     
     11300   4483.6238      30.280142      0              30.855168      10222238     
     11350   4017.2109      30.480192      0              30.995401      10262467     
     11400   3318.5022      30.604397      0              31.029995      10321603     
     11450   2791.8147      29.080622      0              29.438673      9897574.2    
     11500   2806.2915      30.383757      0              30.743665      10268940     
     11550   2960.7032      30.763413      0              31.143124      10361089     
     11600   3539.7077      30.727997      0              31.181966      10350027     
     11650   3623.1614      29.788157      0              30.252828      10086106     
     11700   3199.8862      30.461464      0              30.87185       10271552     
     11750   2632.64        30.935052      0              31.272689      10403454     
     11800   3335.5675      28.712841      0              29.140628      9837531.2    
     11850   3102.0902      30.017518      0              30.415362      10167399     
     11900   2767.2812      30.308406      0              30.663311      10233151     
     11950   2716.8773      29.511549      0              29.859989      10015933     
     12000   3018.4559      28.965119      0              29.352237      9899278.3    
     12050   2574.3021      31.197672      0              31.527827      10470724     
     12100   2784.8549      29.996185      0              30.353343      10140419     
     12150   3379.5004      30.901855      0              31.335277      10397582     
     12200   3214.903       29.85072       0              30.263032      10117055     
     12250   3786.2685      31.238095      0              31.723685      10491558     
     12300   3391.912       31.019027      0              31.454041      10430312     
     12350   3140.8406      30.151535      0              30.554348      10182783     
     12400   3194.8526      31.208032      0              31.617772      10478572     
     12450   2553.0804      29.494046      0              29.82148       9982770      
     12500   2913.7392      31.581042      0              31.95473       10569124     
     12550   3014.7362      31.813529      0              32.20017       10623675     
     12600   3222.3998      31.564934      0              31.978208      10570363     
     12650   3001.623       28.422158      0              28.807118      9724992.6    
     12700   3106.9099      31.575607      0              31.974069      10567220     
     12750   3429.1069      30.193068      0              30.632852      10192175     
     12800   3155.0361      30.799131      0              31.203766      10339430     
     12850   2667.2812      30.68312       0              31.0252        10320883     
     12900   2795.8707      31.389105      0              31.747676      10522481     
     12950   3301.8717      28.973565      0              29.397031      9880334.9    
     13000   3912.0578      29.366792      0              29.868514      9987142.9    
     13050   4716.3502      28.975681      0              29.580554      9879934.6    
     13100   4399.7922      29.250759      0              29.815034      9940818.4    
     13150   3417.8768      30.312237      0              30.750581      10213848     
     13200   3882.6164      29.182268      0              29.680215      9939487.8    
     13250   3811.1666      31.461682      0              31.950466      10541039     
     13300   3280.404       30.875814      0              31.296527      10371727     
     13350   3329.9264      30.665224      0              31.092289      10334242     
     13400   3543.0797      30.395668      0              30.850069      10232852     
     13450   3117.7846      30.691907      0              31.091764      10326232     
     13500   4229.6495      29.214428      0              29.756882      9962644.4    
     13550   3277.4995      29.402977      0              29.823318      10011231     
     13600   3258.5692      31.654737      0              32.07265       10587571     
     13650   3573.0134      31.984571      0              32.442811      10664085     
     13700   3719.9755      29.604348      0              30.081436      10043544     
     13750   4135.6206      30.001856      0              30.53225       10160578     
     13800   3368.2819      28.997756      0              29.429739      9887717.1    
     13850   2952.0285      30.272131      0              30.65073       10228226     
     13900   2721.1003      30.305571      0              30.654553      10230996     
     13950   2964.8363      30.51175       0              30.891991      10275367     
     14000   3386.1589      31.531651      0              31.965927      10561346     
     14050   3043.5117      30.473466      0              30.863797      10292300     
     14100   3320.6063      29.955018      0              30.380887      10125066     
     14150   3769.2808      29.649527      0              30.132938      10067644     
     14200   3347.9102      29.497962      0              29.927332      10027968     
     14250   3404.3145      32.161622      0              32.598226      10716786     
     14300   3029.6727      30.296071      0              30.684627      10240415     
     14350   3328.3692      30.221104      0              30.647968      10193101     
     14400   2850.5012      29.867368      0              30.232945      10100471     
     14450   3967.9802      28.904138      0              29.413033      9874827.3    
     14500   3653.9326      31.869244      0              32.337862      10650005     
     14550   3202.7223      30.542232      0              30.952982      10295848     
     14600   3562.4681      32.049401      0              32.506288      10692127     
     14650   3985.8592      29.818776      0              30.329964      10095282     
     14700   4458.0012      30.646315      0              31.218055      10331554     
     14750   3587.2316      28.234421      0              28.694484      9712444.4    
     14800   3693.7678      31.056619      0              31.530346      10424940     
     14850   3425.1353      30.981787      0              31.421062      10392862     
     14900   3116.983       31.43425       0              31.834004      10518763     
     14950   2741.8769      29.334364      0              29.68601       9974546.8    
     15000   3514.0861      31.158242      0              31.608924      10446905     
     15050   4132.8294      28.574147      0              29.104183      9757520.1    
     15100   3983.7901      30.034913      0              30.545835      10161376     
     15150   3450.5392      30.74801       0              31.190542      10351573     
     15200   3967.4139      30.645504      0              31.154326      10327338     
     15250   3996.3361      30.727292      0              31.239824      10354696     
     15300   3256.798       29.13163       0              29.549316      9937213.9    
     15350   4104.8434      30.313657      0              30.840104      10221934     
     15400   3817.5856      29.665386      0              30.154993      10077069     
     15450   3121.9011      28.791369      0              29.191754      9839182.3    
     15500   3559.9637      28.219365      0              28.675932      9695915.2    
     15550   3519.1521      28.537696      0              28.989028      9770442.5    
     15600   3580.5262      29.446738      0              29.905941      9986584.2    
     15650   3137.2756      29.654475      0              30.056831      10070450     
     15700   3707.8557      27.713813      0              28.189347      9556596      
     15750   3082.42        30.79942       0              31.194741      10371220     
     15800   3071.9511      29.434906      0              29.828884      10009015     
     15850   3121.7244      31.212084      0              31.612446      10474138     
     15900   2961.7329      28.624746      0              29.004589      9777281      
     15950   2863.9866      29.458561      0              29.825868      10018657     
     16000   2998.094       30.308125      0              30.692632      10205623     
     16050   3129.6812      28.141442      0              28.542824      9679411.5    
     16100   4054.4853      30.983903      0              31.503892      10419447     
     16150   4200.7134      27.262354      0              27.801097      9420137.7    
     16200   4026.0862      29.084733      0              29.60108       9923701.5    
     16250   3740.2887      28.938402      0              29.418095      9869071.2    
     16300   4313.8903      29.36499       0              29.918248      10009736     
     16350   3981.4605      31.94732       0              32.457944      10661260     
     16400   4606.7149      30.305086      0              30.895898      10227744     
     16450   5224.8364      31.069919      0              31.740006      10438736     
     16500   4559.2232      31.163679      0              31.748401      10458986     
     16550   4569.1711      32.689489      0              33.275486      10860316     
     16600   5406.8388      30.753228      0              31.446657      10363120     
     16650   5441.513       29.168418      0              29.866294      9938466.8    
     16700   5074.1693      29.016673      0              29.667436      9919003.1    
     16750   5071.1898      31.34869       0              31.999072      10514134     
     16800   5762.0638      31.570358      0              32.309344      10564277     
     16850   5103.8962      30.230768      0              30.885345      10221383     
     16900   4106.4974      29.924413      0              30.451073      10144503     
     16950   3618.6163      28.550687      0              29.014776      9749200.1    
     17000   4503.6996      27.120706      0              27.698307      9405544.3    
     17050   3610.3662      30.43882       0              30.90185       10270139     
     17100   4427.4222      29.36912       0              29.936939      9969982.8    
     17150   3674.2214      30.636857      0              31.108077      10328620     
     17200   3980.5919      29.575565      0              30.086078      10059111     
     17250   3289.1142      30.093475      0              30.515305      10174609     
     17300   3911.6114      27.701153      0              28.202819      9510448.9    
     17350   3949.0589      30.2227        0              30.729168      10214714     
     17400   4136.5939      31.23787       0              31.768389      10481959     
     17450   4595.5912      32.08393       0              32.673316      10689886     
     17500   5127.17        31.055792      0              31.713353      10420988     
     17550   5670.0912      32.544036      0              33.271227      10802895     
     17600   5011.3478      31.21956       0              31.862267      10465061     
     17650   5558.3192      32.537699      0              33.250555      10816275     
     17700   5140.0471      31.236006      0              31.895219      10469305     
     17750   6006.7751      31.462677      0              32.233048      10545828     
     17800   5892.7252      33.086059      0              33.841803      10966953     
     17850   5600.7405      32.627749      0              33.346045      10852542     
     17900   5166.7698      30.327503      0              30.990142      10198704     
     17950   5668.1235      28.636552      0              29.36349       9809455.4    
     18000   4985.5819      31.759051      0              32.398453      10619889     
     18050   6580.9659      31.118628      0              31.962639      10458406     
     18100   5057.2098      33.372139      0              34.020728      11043060     
     18150   5127.8375      30.29698       0              30.954626      10254192     
     18200   4790.0629      31.727397      0              32.341724      10598730     
     18250   4866.3807      32.851336      0              33.47545       10896687     
     18300   4176.7638      29.763608      0              30.299279      10069804     
     18350   3956.7884      31.683601      0              32.19106       10593123     
     18400   4828.5308      28.737645      0              29.356905      9833237.1    
     18450   4167.6297      28.8188        0              29.353299      9839488.3    
     18500   3961.6135      30.003542      0              30.511621      10162797     
     18550   4122.5509      30.92198       0              31.450698      10400016     
     18600   4588.1412      31.419095      0              32.007525      10528589     
     18650   4353.3709      29.599835      0              30.158156      10045053     
     18700   4620.8449      30.760321      0              31.352946      10352934     
     18750   4698.4866      30.27065       0              30.873232      10199625     
     18800   4811.6958      33.577304      0              34.194406      11078644     
     18850   3760.5265      29.531087      0              30.013376      10025116     
     18900   4949.6586      33.083882      0              33.718677      10964327     
     18950   4832.7346      29.815026      0              30.434825      10060705     
     19000   4690.8125      30.882859      0              31.484457      10364966     
     19050   4583.6996      31.21816       0              31.806021      10472876     
     19100   4902.6387      30.768171      0              31.396936      10353626     
     19150   5102.3098      30.777174      0              31.431546      10356918     
     19200   4549.3108      31.960358      0              32.543808      10661055     
     19250   4264.4378      31.920189      0              32.467104      10654757     
     19300   4617.9562      31.868574      0              32.460829      10649846     
     19350   4719.0733      31.956487      0              32.561709      10662887     
     19400   4197.0355      32.156624      0              32.694895      10696069     
     19450   4734.9759      29.927528      0              30.53479       10137579     
     19500   4173.3916      31.003951      0              31.53919       10396295     
     19550   3483.3767      31.613392      0              32.060136      10563839     
     19600   3369.3213      32.66341       0              33.095526      10847428     
     19650   3110.894       30.808967      0              31.20794       10331143     
     19700   3630.2295      33.390722      0              33.8563        11026117     
     19750   2964.4553      29.790872      0              30.171064      10089826     
     19800   3485.9713      31.368947      0              31.816024      10517910     
     19850   4184.7984      31.485799      0              32.022501      10560185     
     19900   4194.8715      31.142599      0              31.680592      10438651     
     19950   3815.6308      30.393428      0              30.882783      10229711     
     20000   3988.2914      30.96465       0              31.47615       10397410     
Loop time of 231.963 on 3584 procs for 20000 steps with 128 atoms

Performance: 3.725 ns/day, 6.443 hours/ns, 86.221 timesteps/s, 11.036 katom-step/s
14.7% CPU use with 3584 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.13344    | 0.29906    | 5.4554     | 102.4 |  0.13
Neigh   | 0.19056    | 0.22833    | 0.53889    |   6.4 |  0.10
Comm    | 119.21     | 138.67     | 186.52     | 132.6 | 59.78
Output  | 4.1497     | 5.196      | 5.5963     |  13.5 |  2.24
Modify  | 0.12033    | 0.14253    | 0.26196    |   5.6 |  0.06
Other   |            | 87.43      |            |       | 37.69

Nlocal:      0.0357143 ave           1 max           0 min
Histogram: 3456 0 0 0 0 0 0 0 0 128
Nghost:        73.3719 ave          91 max          56 min
Histogram: 135 105 463 535 554 649 479 163 362 139
Neighs:        4.36775 ave          22 max           0 min
Histogram: 2369 0 4 48 213 478 245 160 54 13
FullNghs:      0.94308 ave          29 max           0 min
Histogram: 3456 0 0 0 0 0 0 0 75 53

Total # of neighbors = 17389
Ave neighs/atom = 135.85156
Neighbor list builds = 20000
Dangerous builds = 20000
Total wall time: 0:03:52
START OF JOBSPEC
