Start time: 1725158430
Point-to-point pairwise experiments for nodes cluster-256-hpc-29 cluster-256-hpc-154
# OSU MPI Latency Test v5.8
# Size          Latency (us)
[1725158875.574566] [cluster-256-hpc-256:148552:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.574620] [cluster-256-hpc-256:148552:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_254227c7 flags=0x0) failed: No such file or directory
[1725158875.574630] [cluster-256-hpc-256:148552:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_254227c7 flags=0x0) failed: No such file or directory
[1725158875.574634] [cluster-256-hpc-256:148552:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.574645] [cluster-256-hpc-256:148552:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_877592d flags=0x0) failed: No such file or directory
[1725158875.574654] [cluster-256-hpc-256:148552:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_877592d flags=0x0) failed: No such file or directory
[1725158875.574659] [cluster-256-hpc-256:148552:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.576238] [cluster-256-hpc-256:148552:0] tl_ucp_sendrecv.h:108  TL_UCP ERROR tag 7312; dest 24497; team_id 32768; errmsg Destination is unreachable
[1725158875.575085] [cluster-256-hpc-256:148635:0] tl_ucp_sendrecv.h:108  TL_UCP ERROR tag 7312; dest 24564; team_id 32768; errmsg Destination is unreachable
[1725158875.576109] [cluster-256-hpc-256:148692:0] tl_ucp_sendrecv.h:108  TL_UCP ERROR tag 7312; dest 24568; team_id 32768; errmsg Destination is unreachable
[1725158875.575705] [cluster-256-hpc-256:148731:0] tl_ucp_sendrecv.h:108  TL_UCP ERROR tag 7312; dest 24541; team_id 32768; errmsg Destination is unreachable
[1725158875.573321] [cluster-256-hpc-256:148754:0] tl_ucp_sendrecv.h:108  TL_UCP ERROR tag 7312; dest 24575; team_id 32768; errmsg Destination is unreachable
[1725158875.574042] [cluster-256-hpc-256:146228:0] tl_ucp_sendrecv.h:108  TL_UCP ERROR tag 7312; dest 24544; team_id 32768; errmsg Destination is unreachable
[1725158875.573969] [cluster-256-hpc-256:146237:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_3d8fa9bf flags=0x0) failed: No such file or directory
[1725158875.573988] [cluster-256-hpc-256:146237:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_3d8fa9bf flags=0x0) failed: No such file or directory
[1725158875.573994] [cluster-256-hpc-256:146237:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.574013] [cluster-256-hpc-256:146237:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_401d674 flags=0x0) failed: No such file or directory
[1725158875.574028] [cluster-256-hpc-256:146237:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_401d674 flags=0x0) failed: No such file or directory
[1725158875.574036] [cluster-256-hpc-256:146237:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.574051] [cluster-256-hpc-256:146237:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_4c130c6e flags=0x0) failed: No such file or directory
[1725158875.574061] [cluster-256-hpc-256:146237:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_4c130c6e flags=0x0) failed: No such file or directory
[1725158875.574065] [cluster-256-hpc-256:146237:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.574400] [cluster-256-hpc-256:146237:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_3ecd0ef flags=0x0) failed: No such file or directory
[1725158875.574409] [cluster-256-hpc-256:146237:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_3ecd0ef flags=0x0) failed: No such file or directory
[1725158875.574413] [cluster-256-hpc-256:146237:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.574426] [cluster-256-hpc-256:146237:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_549965e9 flags=0x0) failed: No such file or directory
[1725158875.574435] [cluster-256-hpc-256:146237:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_549965e9 flags=0x0) failed: No such file or directory
[1725158875.574439] [cluster-256-hpc-256:146237:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.576059] [cluster-256-hpc-256:146237:0] tl_ucp_sendrecv.h:108  TL_UCP ERROR tag 7312; dest 24544; team_id 32768; errmsg Destination is unreachable
[1725158875.573571] [cluster-256-hpc-256:148474:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2a7911fd flags=0x0) failed: No such file or directory
[1725158875.573584] [cluster-256-hpc-256:148474:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2a7911fd flags=0x0) failed: No such file or directory
[1725158875.573589] [cluster-256-hpc-256:148474:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.573605] [cluster-256-hpc-256:148474:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_3670884b flags=0x0) failed: No such file or directory
[1725158875.573613] [cluster-256-hpc-256:148474:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_3670884b flags=0x0) failed: No such file or directory
[1725158875.573623] [cluster-256-hpc-256:148474:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.574049] [cluster-256-hpc-256:148474:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_7caab93d flags=0x0) failed: No such file or directory
[1725158875.574062] [cluster-256-hpc-256:148474:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_7caab93d flags=0x0) failed: No such file or directory
[1725158875.574065] [cluster-256-hpc-256:148474:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.574077] [cluster-256-hpc-256:148474:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_45099491 flags=0x0) failed: No such file or directory
[1725158875.574086] [cluster-256-hpc-256:148474:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_45099491 flags=0x0) failed: No such file or directory
[1725158875.574089] [cluster-256-hpc-256:148474:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.576427] [cluster-256-hpc-256:148474:0] tl_ucp_sendrecv.h:108  TL_UCP ERROR tag 7312; dest 24556; team_id 32768; errmsg Destination is unreachable
[1725158875.574030] [cluster-256-hpc-256:146323:0] tl_ucp_sendrecv.h:108  TL_UCP ERROR tag 7312; dest 24544; team_id 32768; errmsg Destination is unreachable
[1725158875.573248] [cluster-256-hpc-256:146330:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_404b5bb5 flags=0x0) failed: No such file or directory
[1725158875.573262] [cluster-256-hpc-256:146330:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_404b5bb5 flags=0x0) failed: No such file or directory
[1725158875.573266] [cluster-256-hpc-256:146330:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.573301] [cluster-256-hpc-256:146330:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_15667ea8 flags=0x0) failed: No such file or directory
[1725158875.573311] [cluster-256-hpc-256:146330:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_15667ea8 flags=0x0) failed: No such file or directory
[1725158875.573315] [cluster-256-hpc-256:146330:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.573882] [cluster-256-hpc-256:146330:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_5142afc flags=0x0) failed: No such file or directory
[1725158875.573899] [cluster-256-hpc-256:146330:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_5142afc flags=0x0) failed: No such file or directory
[1725158875.573903] [cluster-256-hpc-256:146330:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.573915] [cluster-256-hpc-256:146330:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_27f2bd35 flags=0x0) failed: No such file or directory
[1725158875.573923] [cluster-256-hpc-256:146330:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_27f2bd35 flags=0x0) failed: No such file or directory
[1725158875.573927] [cluster-256-hpc-256:146330:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.574265] [cluster-256-hpc-256:146330:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_1781fe24 flags=0x0) failed: No such file or directory
[1725158875.574274] [cluster-256-hpc-256:146330:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_1781fe24 flags=0x0) failed: No such file or directory
[1725158875.574278] [cluster-256-hpc-256:146330:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.575967] [cluster-256-hpc-256:146330:0] tl_ucp_sendrecv.h:108  TL_UCP ERROR tag 7312; dest 24548; team_id 32768; errmsg Destination is unreachable
[1725158875.573325] [cluster-256-hpc-256:146328:0] tl_ucp_sendrecv.h:108  TL_UCP ERROR tag 7312; dest 24548; team_id 32768; errmsg Destination is unreachable
[1725158875.573247] [cluster-256-hpc-256:146329:0] tl_ucp_sendrecv.h:108  TL_UCP ERROR tag 7312; dest 24548; team_id 32768; errmsg Destination is unreachable
[1725158875.575133] [cluster-256-hpc-256:146421:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2af8718c flags=0x0) failed: No such file or directory
[1725158875.575173] [cluster-256-hpc-256:146421:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2af8718c flags=0x0) failed: No such file or directory
[1725158875.575189] [cluster-256-hpc-256:146421:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.575251] [cluster-256-hpc-256:146421:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_761f436 flags=0x0) failed: No such file or directory
[1725158875.575260] [cluster-256-hpc-256:146421:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_761f436 flags=0x0) failed: No such file or directory
[1725158875.575264] [cluster-256-hpc-256:146421:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.575276] [cluster-256-hpc-256:146421:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_51beab8b flags=0x0) failed: No such file or directory
[1725158875.575284] [cluster-256-hpc-256:146421:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_51beab8b flags=0x0) failed: No such file or directory
[1725158875.575288] [cluster-256-hpc-256:146421:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.575298] [cluster-256-hpc-256:146421:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_5d4e5f0f flags=0x0) failed: No such file or directory
[1725158875.575307] [cluster-256-hpc-256:146421:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_5d4e5f0f flags=0x0) failed: No such file or directory
[1725158875.575310] [cluster-256-hpc-256:146421:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.575321] [cluster-256-hpc-256:146421:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2f146358 flags=0x0) failed: No such file or directory
[1725158875.575329] [cluster-256-hpc-256:146421:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2f146358 flags=0x0) failed: No such file or directory
[1725158875.575333] [cluster-256-hpc-256:146421:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.575345] [cluster-256-hpc-256:146421:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_5e374f24 flags=0x0) failed: No such file or directory
[1725158875.575354] [cluster-256-hpc-256:146421:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_5e374f24 flags=0x0) failed: No such file or directory
[1725158875.575357] [cluster-256-hpc-256:146421:0]          select.c:634  UCX  ERROR   no active messages transport to <no debug data>: posix/memory - Destination is unreachable, cma/memory - no am bcopy
[1725158875.573429] [cluster-256-hpc-256:148641:0]     tl_ucp_coll.c:101  TL_UCP ERROR failure in send completion Destination is unreachable
[1725158875.573770] [cluster-256-hpc-256:148641:0]    ucc_schedule.h:198  UCC  ERROR failure in task 0x55d8aa252d80, Unhandled error
[1725158875.576740] [cluster-256-hpc-256:146421:0] tl_ucp_sendrecv.h:108  TL_UCP ERROR tag 7312; dest 24552; team_id 32768; errmsg Destination is unreachable
[1725158875.576315] [cluster-256-hpc-256:148378:0] tl_ucp_sendrecv.h:108  TL_UCP ERROR tag 7312; dest 24552; team_id 32768; errmsg Destination is unreachable
[1725158875.713094] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_3d50c8a0 flags=0x0) failed: No such file or directory
[1725158875.713126] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_3d50c8a0 flags=0x0) failed: No such file or directory
[1725158875.713179] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_3d50c8a0 flags=0x0) failed: No such file or directory
[1725158875.713840] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_3d6f7548 flags=0x0) failed: No such file or directory
[1725158875.713870] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_3d6f7548 flags=0x0) failed: No such file or directory
[1725158875.713931] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_3d6f7548 flags=0x0) failed: No such file or directory
[1725158875.714987] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_48608191 flags=0x0) failed: No such file or directory
[1725158875.715018] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_48608191 flags=0x0) failed: No such file or directory
[1725158875.715058] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_48608191 flags=0x0) failed: No such file or directory
[1725158875.715124] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_6afcdb8 flags=0x0) failed: No such file or directory
[1725158875.715151] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_6afcdb8 flags=0x0) failed: No such file or directory
[1725158875.715183] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_6afcdb8 flags=0x0) failed: No such file or directory
[1725158875.715244] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_6c35e4bb flags=0x0) failed: No such file or directory
[1725158875.715270] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_6c35e4bb flags=0x0) failed: No such file or directory
[1725158875.715302] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_6c35e4bb flags=0x0) failed: No such file or directory
[1725158875.715357] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_5af1055 flags=0x0) failed: No such file or directory
[1725158875.715383] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_5af1055 flags=0x0) failed: No such file or directory
[1725158875.715419] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_5af1055 flags=0x0) failed: No such file or directory
[1725158875.715475] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_4b8c627c flags=0x0) failed: No such file or directory
[1725158875.715501] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_4b8c627c flags=0x0) failed: No such file or directory
[1725158875.715536] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_4b8c627c flags=0x0) failed: No such file or directory
[1725158875.715595] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_524a750a flags=0x0) failed: No such file or directory
[1725158875.715621] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_524a750a flags=0x0) failed: No such file or directory
[1725158875.715653] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_524a750a flags=0x0) failed: No such file or directory
[1725158875.715747] [cluster-256-hpc-256:148456:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_357f010 flags=0x0) failed: No such file or directory
[1725158875.715706] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2340d95a flags=0x0) failed: No such file or directory
[1725158875.715731] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2340d95a flags=0x0) failed: No such file or directory
[1725158875.715761] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2340d95a flags=0x0) failed: No such file or directory
[1725158875.715755] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_62037f07 flags=0x0) failed: No such file or directory
[1725158875.715785] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_62037f07 flags=0x0) failed: No such file or directory
[1725158875.715826] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_62037f07 flags=0x0) failed: No such file or directory
[1725158875.715779] [cluster-256-hpc-256:148456:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_357f010 flags=0x0) failed: No such file or directory
[1725158875.715837] [cluster-256-hpc-256:148456:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_357f010 flags=0x0) failed: No such file or directory
[1725158875.715815] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_6cf7fe80 flags=0x0) failed: No such file or directory
[1725158875.715841] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_6cf7fe80 flags=0x0) failed: No such file or directory
[1725158875.715875] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_6cf7fe80 flags=0x0) failed: No such file or directory
[1725158875.715930] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_67240c12 flags=0x0) failed: No such file or directory
[1725158875.715890] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_24761079 flags=0x0) failed: No such file or directory
[1725158875.715916] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_24761079 flags=0x0) failed: No such file or directory
[1725158875.715950] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_24761079 flags=0x0) failed: No such file or directory
[1725158875.715956] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_67240c12 flags=0x0) failed: No such file or directory
[1725158875.715991] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_67240c12 flags=0x0) failed: No such file or directory
[1725158875.716010] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_18bfa5e2 flags=0x0) failed: No such file or directory
[1725158875.716049] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_6c84ad8b flags=0x0) failed: No such file or directory
[1725158875.716075] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_6c84ad8b flags=0x0) failed: No such file or directory
[1725158875.716035] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_18bfa5e2 flags=0x0) failed: No such file or directory
[1725158875.716065] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_18bfa5e2 flags=0x0) failed: No such file or directory
[1725158875.716109] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_6c84ad8b flags=0x0) failed: No such file or directory
[1725158875.716162] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_11bfd92b flags=0x0) failed: No such file or directory
[1725158875.716118] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_1f73046d flags=0x0) failed: No such file or directory
[1725158875.716143] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_1f73046d flags=0x0) failed: No such file or directory
[1725158875.716222] [cluster-256-hpc-256:147771:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2843d535 flags=0x0) failed: No such file or directory
[1725158875.716176] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_1f73046d flags=0x0) failed: No such file or directory
[1725158875.716231] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2e47f269 flags=0x0) failed: No such file or directory
[1725158875.716189] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_11bfd92b flags=0x0) failed: No such file or directory
[1725158875.716220] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_11bfd92b flags=0x0) failed: No such file or directory
[1725158875.716256] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2e47f269 flags=0x0) failed: No such file or directory
[1725158875.716288] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2e47f269 flags=0x0) failed: No such file or directory
[1725158875.716249] [cluster-256-hpc-256:147771:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2843d535 flags=0x0) failed: No such file or directory
[1725158875.716285] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_3160897f flags=0x0) failed: No such file or directory
[1725158875.716309] [cluster-256-hpc-256:147771:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2843d535 flags=0x0) failed: No such file or directory
[1725158875.716348] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_73ad7c5f flags=0x0) failed: No such file or directory
[1725158875.716373] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_73ad7c5f flags=0x0) failed: No such file or directory
[1725158875.716406] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_73ad7c5f flags=0x0) failed: No such file or directory
[1725158875.716315] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_3160897f flags=0x0) failed: No such file or directory
[1725158875.716345] [cluster-256-hpc-256:147323:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_3160897f flags=0x0) failed: No such file or directory
[1725158875.716460] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_21c49601 flags=0x0) failed: No such file or directory
[1725158875.716483] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_21c49601 flags=0x0) failed: No such file or directory
[1725158875.716515] [cluster-256-hpc-256:146671:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_21c49601 flags=0x0) failed: No such file or directory
[1725158875.717692] [cluster-256-hpc-256:148456:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2843d535 flags=0x0) failed: No such file or directory
[1725158875.717722] [cluster-256-hpc-256:148456:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2843d535 flags=0x0) failed: No such file or directory
[1725158875.717762] [cluster-256-hpc-256:148456:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_2843d535 flags=0x0) failed: No such file or directory
[1725158875.717821] [cluster-256-hpc-256:148456:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_5ac3a0e flags=0x0) failed: No such file or directory
[1725158875.717847] [cluster-256-hpc-256:148456:0]        mm_posix.c:238  UCX  ERROR   shm_open(file_name=/ucx_shm_posix_5ac3a0e flags=0x0) failed: No such file or directory
