Start time: 1725092790
Point-to-point pairwise experiments for nodes cluster-256-hpc-27 cluster-256-hpc-26
# OSU MPI Latency Test v5.8
# Size          Latency (us)
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     636.37
8                     591.01
16                    621.73
32                    618.77
64                    657.53
128                   836.32
256                   610.05
512                   698.62
1024                  785.99
2048                  759.34
4096                 1019.89
8192                 1799.09
16384                1797.10
32768                4098.94
65536                5254.13
131072               8648.79
262144               7591.98
524288               7756.97
1048576              8323.60
End time: 1725093198
