,,,,
Spend by 'Additional Info' ,Month,,,
Row Labels,8,9,(empty),Total Result
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_26"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.550011}",2.37842356752,,,2.37842356752
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_27"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.083335}",0.3603672072,,,0.3603672072
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_27"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.566678}",2.45049700896,,,2.45049700896
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_28"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.083335}",0.3603672072,,,0.3603672072
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_28"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.550011}",2.37842356752,,,2.37842356752
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_29"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.083335}",0.3603672072,,,0.3603672072
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_29"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.566678}",2.45049700896,,,2.45049700896
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_3"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.100002}",0.43244064864,,,0.43244064864
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_3"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.550011}",2.37842356752,,,2.37842356752
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_30"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.083335}",0.3603672072,,,0.3603672072
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_30"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.566678}",2.45049700896,,,2.45049700896
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_31"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.083335}",0.3603672072,,,0.3603672072
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_31"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.566678}",2.45049700896,,,2.45049700896
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_4"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.083335}",0.3603672072,,,0.3603672072
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_4"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.566678}",2.45049700896,,,2.45049700896
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_5"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.083335}",0.3603672072,,,0.3603672072
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_5"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.550011}",2.37842356752,,,2.37842356752
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_6"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.083335}",0.3603672072,,,0.3603672072
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_6"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.566678}",2.45049700896,,,2.45049700896
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_7"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.083335}",0.3603672072,,,0.3603672072
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_7"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.566678}",2.45049700896,,,2.45049700896
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_8"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.083335}",0.3603672072,,,0.3603672072
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_8"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.550011}",2.37842356752,,,2.37842356752
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_9"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.083335}",0.3603672072,,,0.3603672072
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-39827685-vmss_9"",""VMSSName"":""aks-userpool-39827685-vmss"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.566678}",2.45049700896,,,2.45049700896
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-41010997-vmss_0"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.683347}",2.95501109904,,,2.95501109904
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-41010997-vmss_0"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.816683}",3.53159863056,,,3.53159863056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-41010997-vmss_1"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.683347}",2.95501109904,,,2.95501109904
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-41010997-vmss_1"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.816683}",3.53159863056,,,3.53159863056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-61087760-vmss_0"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.466676}",2.01805636032,,,2.01805636032
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-61087760-vmss_0"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.816683}",3.53159863056,,,3.53159863056
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-61087760-vmss_0"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":1.0}",12.97296,,,12.97296
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-94886110-vmss_0"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.750015}",3.2433048648,,,3.2433048648
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-94886110-vmss_0"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.766682}",3.31537830624,,,3.31537830624
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-94886110-vmss_0"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":1.0}",8.64864,,,8.64864
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-94886110-vmss_1"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.750015}",3.2433048648,,,3.2433048648
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-94886110-vmss_1"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":0.766682}",3.31537830624,,,3.31537830624
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""aks-userpool-94886110-vmss_1"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":96,""ConsumedQuantity"":1.0}",8.64864,,,8.64864
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.100002}",0.43244064864,,,0.43244064864
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.200004}",0.86488129728,,,0.86488129728
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.283339}",1.22524850448,,,1.22524850448
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.433342}",1.87390947744,,,1.87390947744
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.550011}",2.37842356752,,,2.37842356752
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.783349}",3.38745174768,,,3.38745174768
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.983352}",4.25232872064,,,4.25232872064
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":1.0}",21.6216,,,21.6216
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.083335}",0.3603672072,,,0.3603672072
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.116669}",1.51354227024,,,1.51354227024
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.150003}",0.64866097296,,,0.64866097296
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.216671}",0.93695473872,,,0.93695473872
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.266672}",1.15317506304,,,1.15317506304
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.366674}",4.75684713504,,,4.75684713504
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.383341}",4.97306745936,,,4.97306745936
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.433342}",1.87390947744,,,1.87390947744
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.450009}",1.94598291888,,,1.94598291888
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.466676}",2.01805636032,,,2.01805636032
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.516677}",2.23427668464,,,2.23427668464
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.600012}",2.59464389184,,,2.59464389184
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.66668}",2.8829376576,,,2.8829376576
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.700014}",6.05416908096,,,6.05416908096
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.733348}",3.17123142336,,,3.17123142336
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.800016}",10.37857556736,,,10.37857556736
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.883351}",3.81989239632,,,3.81989239632
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.900018}",3.89196583776,,,3.89196583776
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.966685}",4.1802552792,,,4.1802552792
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.983352}",4.25232872064,,,4.25232872064
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_0"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":1.0}",77.83776,,,77.83776
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.100002}",0.43244064864,,,0.43244064864
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.200004}",0.86488129728,,,0.86488129728
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.300006}",1.29732194592,,,1.29732194592
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.433342}",1.87390947744,,,1.87390947744
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.533344}",2.30635012608,,,2.30635012608
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.783349}",3.38745174768,,,3.38745174768
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":1.0}",25.94592,,,25.94592
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.083335}",0.3603672072,,,0.3603672072
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.100002}",0.43244064864,,,0.43244064864
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.116669}",0.50451409008,,,0.50451409008
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.133336}",1.15317506304,,,1.15317506304
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.200004}",0.86488129728,,,0.86488129728
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.266672}",1.15317506304,,,1.15317506304
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.350007}",1.51354227024,,,1.51354227024
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.383341}",4.97306745936,,,4.97306745936
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.400008}",3.45952518912,,,3.45952518912
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.433342}",1.87390947744,,,1.87390947744
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.450009}",3.89196583776,,,3.89196583776
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.516677}",2.23427668464,,,2.23427668464
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.583345}",2.5225704504,,,2.5225704504
"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_HB120-96rs_v3"",""VMName"":""flux-usernetes_1"",""VMSSName"":""flux-usernetes"",""VMProperties"":null,""VCPUs"":96,""ConsumedQuantity"":0.683347}",5.91002219808,,,5.91002219808
