Start time: 1724888428
MPI Initialized         : MPI_THREAD_FUNNELED
Copyright (c) 2016
Lawrence Livermore National Security, LLC
All Rights Reserved
Quicksilver Version     : 2023-Aug-18-15:12:10
Quicksilver Git Hash    : eb68bb8d6fc53de1f65011d4e79ff2ed0dd60f3b
MPI Version             : 3.1
Number of MPI ranks     : 2048
Number of OpenMP Threads: 3
Number of OpenMP CPUs   : 3

Simulation:
   dt: 2e-09
   fMax: 0.1
   inputFile: /opt/quicksilver/Examples/CORAL2_Benchmark/Problem1/Coral2_P1.inp
   energySpectrum: 
   boundaryCondition: reflect
   loadBalance: 0
   cycleTimers: 0
   debugThreads: 0
   lx: 128
   ly: 128
   lz: 128
   nParticles: 671088640
   batchSize: 0
   nBatches: 10
   nSteps: 100
   nx: 128
   ny: 128
   nz: 128
   seed: 1029384756
   xDom: 16
   yDom: 16
   zDom: 8
   eMax: 20
   eMin: 1e-09
   nGroups: 230
   lowWeightCutoff: 0.001
   bTally: 1
   fTally: 1
   cTally: 1
   coralBenchmark: 1
   crossSectionsOut:

Geometry:
   material: sourceMaterial
   shape: brick
   xMax: 10000
   xMin: 0
   yMax: 10000
   yMin: 0
   zMax: 10000
   zMin: 0

Material:
   name: sourceMaterial
   mass: 12.011
   nIsotopes: 20
   nReactions: 9
   sourceRate: 1e+10
   totalCrossSection: 1.5
   absorptionCrossSection: flat
   fissionCrossSection: flat
   scatteringCrossSection: flat
   absorptionCrossSectionRatio: 0.04
   fissionCrossSectionRatio: 0.05
   scatteringCrossSectionRatio: 1

CrossSection:
   name: flat
   A: 0
   B: 0
   C: 0
   D: 0
   E: 1
   nuBar: 1.6
Building partition 0
done building
Building MC_Domain 0
Finished initMesh
cycle           start       source           rr        split       absorb      scatter      fission      produce      collisn       escape       census      num_seg   scalar_flux      cycleInit  cycleTracking  cycleFinalize
      80    616510235     67108864     12528509            0    218340459   5458248437    272906577    436649475   5949495473            0    616493029  12515343001  3.043027e+09   2.585200e-02   3.675754e+00   1.036000e-03
      81    616493029     67108864     12509788            0    218317074   5458345499    272911434    436647081   5949574007            0    616510678  12515546293  3.043301e+09   2.548400e-02   3.785170e+00   1.023000e-03
      82    616510678     67108864     12527740            0    218330538   5458430195    272918155    436673330   5949678888            0    616516439  12515903598  3.043739e+09   2.559600e-02   3.813101e+00   9.670000e-04
      83    616516439     67108864     12535773            0    218344626   5458407397    272914262    436665248   5949666285            0    616495890  12515775968  3.043997e+09   2.550200e-02   3.704685e+00   8.880000e-04
      84    616495890     67108864     12520452            0    218332349   5457996007    272883984    436616411   5949212340            0    616484380  12514960760  3.044074e+09   2.617900e-02   3.768459e+00   7.270000e-04
      85    616484380     67108864     12500946            0    218320301   5458279005    272923187    436674342   5949522493            0    616523152  12515725746  3.044402e+09   2.592500e-02   3.726837e+00   1.386000e-03
      86    616523152     67108864     12541717            0    218346309   5458199169    272906531    436656977   5949452009            0    616494436  12515256104  3.044571e+09   2.909100e-02   3.728360e+00   1.404000e-03
      87    616494436     67108864     12505503            0    218338106   5458068820    272880955    436616024   5949287881            0    616494760  12515139114  3.044733e+09   2.574500e-02   3.733967e+00   8.480000e-04
      88    616494760     67108864     12521322            0    218320850   5458163040    272914487    436656378   5949398377            0    616503343  12515294527  3.044867e+09   2.586300e-02   3.710331e+00   1.521000e-03
      89    616503343     67108864     12523062            0    218343469   5458407852    272932936    436714007   5949684257            0    616526747  12515817152  3.045146e+09   2.588800e-02   3.731393e+00   1.369000e-03
      90    616526747     67108864     12546626            0    218322423   5458127468    272898523    436629581   5949348414            0    616497620  12515260797  3.045250e+09   2.636000e-02   3.759238e+00   1.642000e-03
      91    616497620     67108864     12511477            0    218322036   5458164362    272892358    436633619   5949378756            0    616514232  12515128115  3.045370e+09   2.599000e-02   3.696720e+00   1.693000e-03
      92    616514232     67108864     12537855            0    218308371   5458070692    272929887    436676415   5949308950            0    616523398  12515247638  3.045588e+09   2.553900e-02   3.727188e+00   1.322000e-03
      93    616523398     67108864     12543768            0    218330608   5458117243    272908717    436649276   5949356568            0    616498445  12515266044  3.045744e+09   2.582400e-02   3.813928e+00   1.546000e-03
      94    616498445     67108864     12520297            0    218321077   5458134926    272915795    436648375   5949371798            0    616498515  12515152951  3.045783e+09   2.636000e-02   3.738363e+00   1.357000e-03
      95    616498515     67108864     12526181            0    218318193   5458155302    272900613    436638343   5949374108            0    616500735  12515218054  3.045925e+09   2.597500e-02   3.725605e+00   1.674000e-03
      96    616500735     67108864     12521870            0    218326298   5457819544    272894581    436622896   5949040423            0    616489746  12514585018  3.045929e+09   2.577000e-02   3.733665e+00   1.637000e-03
      97    616489746     67108864     12507993            0    218323142   5458116712    272928950    436677874   5949368804            0    616516399  12515233039  3.045969e+09   2.573500e-02   3.768812e+00   1.077000e-03
      98    616516399     67108864     12536367            0    218328439   5457985782    272908664    436649619   5949222885            0    616501412  12514871283  3.046065e+09   2.553400e-02   3.839758e+00   1.233000e-03
      99    616501412     67108864     12519226            0    218320981   5458112783    272930994    436682796   5949364758            0    616521871  12515138048  3.046167e+09   2.573800e-02   3.736312e+00   1.560000e-03

Timer                       Cumulative   Cumulative   Cumulative   Cumulative   Cumulative   Cumulative
Name                            number    microSecs    microSecs    microSecs    microSecs   Efficiency
                              of calls          min          avg          max       stddev       Rating
main                                 1    3.763e+08    3.763e+08    3.763e+08    2.079e+03       100.00
cycleInit                          100    2.583e+06    2.661e+06    2.748e+06    3.097e+04        96.86
cycleTracking                      100    3.732e+08    3.733e+08    3.736e+08    5.600e+04        99.93
cycleTracking_Kernel             46697    1.702e+08    1.781e+08    2.944e+08    4.324e+06        60.49
cycleTracking_MPI                50946    7.892e+07    1.952e+08    2.032e+08    4.323e+06        96.08
cycleTracking_Test_Done           4349    7.155e+07    1.899e+08    1.993e+08    4.495e+06        95.28
cycleFinalize                      200    7.027e+04    2.668e+05    2.969e+05    4.570e+04        89.86
Figure Of Merit              3.348e+09 [Num Segments / Cycle Tracking Time]

Testing Ratios for Absorbtion, Fission, and Scattering are maintained
PASS:: Absorption / Fission / Scatter Ratios maintained with 1% tolerance

Testing balance between number of facet crossings and reactions
PASS:: Collision to Facet Crossing Ratio maintained even balanced within 1% tolerance

Test for lost / unaccounted for particles in this simulation
PASS:: No Particles Lost During Run

Test Fluence for homogeneity across cells
PASS:: Fluence is homogenous across cells with 6% tolerance
End time: 1724888810
